date,confirm,region
2021-01-04,5,Alabama
2021-01-05,8,Alabama
2021-01-06,108,Alabama
2021-01-07,86,Alabama
2021-01-08,111,Alabama
2021-01-09,108,Alabama
2021-01-10,35,Alabama
2021-01-11,13,Alabama
2021-01-12,226,Alabama
2021-01-13,187,Alabama
2021-01-14,185,Alabama
2021-01-15,85,Alabama
2021-01-16,89,Alabama
2021-01-17,1,Alabama
2021-01-18,1,Alabama
2021-01-19,5,Alabama
2021-01-20,157,Alabama
2021-01-21,96,Alabama
2021-01-22,107,Alabama
2021-01-23,171,Alabama
2021-01-24,3,Alabama
2021-01-25,2,Alabama
2021-01-26,234,Alabama
2021-01-27,276,Alabama
2021-01-28,168,Alabama
2021-01-29,226,Alabama
2021-01-30,0,Alabama
2021-01-31,122,Alabama
2021-02-01,0,Alabama
2021-02-02,206,Alabama
2021-02-03,309,Alabama
2021-02-04,162,Alabama
2021-02-05,84,Alabama
2021-02-06,64,Alabama
2021-02-07,2,Alabama
2021-02-08,8,Alabama
2021-02-09,56,Alabama
2021-02-10,309,Alabama
2021-02-11,133,Alabama
2021-02-12,159,Alabama
2021-02-13,62,Alabama
2021-02-14,0,Alabama
2021-02-15,2,Alabama
2021-02-16,13,Alabama
2021-02-17,89,Alabama
2021-02-18,78,Alabama
2021-02-19,149,Alabama
2021-02-20,17,Alabama
2021-02-21,2,Alabama
2021-02-22,0,Alabama
2021-02-23,68,Alabama
2021-02-24,84,Alabama
2021-02-25,87,Alabama
2021-02-26,38,Alabama
2021-02-27,61,Alabama
2021-02-28,0,Alabama
2021-03-01,2,Alabama
2021-03-02,60,Alabama
2021-03-03,38,Alabama
2021-03-04,65,Alabama
2021-03-05,28,Alabama
2021-03-06,27,Alabama
2021-03-07,0,Alabama
2021-03-08,0,Alabama
2021-03-09,38,Alabama
2021-03-10,36,Alabama
2021-03-11,52,Alabama
2021-03-12,25,Alabama
2021-03-13,28,Alabama
2021-03-14,0,Alabama
2021-03-15,2,Alabama
2021-03-16,8,Alabama
2021-03-17,26,Alabama
2021-03-18,28,Alabama
2021-03-19,34,Alabama
2021-03-20,11,Alabama
2021-03-21,0,Alabama
2021-03-22,0,Alabama
2021-03-23,14,Alabama
2021-03-24,37,Alabama
2021-03-25,17,Alabama
2021-03-26,19,Alabama
2021-03-27,3,Alabama
2021-01-04,3,Alaska
2021-01-05,0,Alaska
2021-01-06,2,Alaska
2021-01-07,3,Alaska
2021-01-08,0,Alaska
2021-01-09,1,Alaska
2021-01-10,0,Alaska
2021-01-11,0,Alaska
2021-01-12,1,Alaska
2021-01-13,1,Alaska
2021-01-14,2,Alaska
2021-01-15,1,Alaska
2021-01-16,0,Alaska
2021-01-17,0,Alaska
2021-01-18,0,Alaska
2021-01-19,1,Alaska
2021-01-20,23,Alaska
2021-01-21,1,Alaska
2021-01-22,0,Alaska
2021-01-23,5,Alaska
2021-01-24,0,Alaska
2021-01-25,0,Alaska
2021-01-26,1,Alaska
2021-01-27,1,Alaska
2021-01-28,1,Alaska
2021-01-29,0,Alaska
2021-01-30,0,Alaska
2021-01-31,0,Alaska
2021-02-01,0,Alaska
2021-02-02,17,Alaska
2021-02-03,0,Alaska
2021-02-04,0,Alaska
2021-02-05,0,Alaska
2021-02-06,0,Alaska
2021-02-07,0,Alaska
2021-02-08,0,Alaska
2021-02-09,1,Alaska
2021-02-10,0,Alaska
2021-02-11,0,Alaska
2021-02-12,2,Alaska
2021-02-13,0,Alaska
2021-02-14,0,Alaska
2021-02-15,0,Alaska
2021-02-16,5,Alaska
2021-02-17,1,Alaska
2021-02-18,0,Alaska
2021-02-19,1,Alaska
2021-02-20,0,Alaska
2021-02-21,0,Alaska
2021-02-22,1,Alaska
2021-02-23,0,Alaska
2021-02-24,0,Alaska
2021-02-25,0,Alaska
2021-02-26,0,Alaska
2021-02-27,0,Alaska
2021-02-28,0,Alaska
2021-03-01,10,Alaska
2021-03-02,2,Alaska
2021-03-03,1,Alaska
2021-03-04,0,Alaska
2021-03-05,2,Alaska
2021-03-06,0,Alaska
2021-03-07,0,Alaska
2021-03-08,0,Alaska
2021-03-09,0,Alaska
2021-03-10,0,Alaska
2021-03-11,0,Alaska
2021-03-12,1,Alaska
2021-03-13,0,Alaska
2021-03-14,0,Alaska
2021-03-15,0,Alaska
2021-03-16,0,Alaska
2021-03-17,1,Alaska
2021-03-18,3,Alaska
2021-03-19,0,Alaska
2021-03-20,0,Alaska
2021-03-21,0,Alaska
2021-03-22,0,Alaska
2021-03-23,2,Alaska
2021-03-24,0,Alaska
2021-03-25,1,Alaska
2021-03-26,0,Alaska
2021-03-27,0,Alaska
2021-01-04,3,Arizona
2021-01-05,253,Arizona
2021-01-06,127,Arizona
2021-01-07,297,Arizona
2021-01-08,197,Arizona
2021-01-09,98,Arizona
2021-01-10,105,Arizona
2021-01-11,6,Arizona
2021-01-12,335,Arizona
2021-01-13,191,Arizona
2021-01-14,182,Arizona
2021-01-15,185,Arizona
2021-01-16,208,Arizona
2021-01-17,18,Arizona
2021-01-18,0,Arizona
2021-01-19,1,Arizona
2021-01-20,262,Arizona
2021-01-21,244,Arizona
2021-01-22,229,Arizona
2021-01-23,169,Arizona
2021-01-24,68,Arizona
2021-01-25,1,Arizona
2021-01-26,209,Arizona
2021-01-27,195,Arizona
2021-01-28,176,Arizona
2021-01-29,203,Arizona
2021-01-30,76,Arizona
2021-01-31,22,Arizona
2021-02-01,4,Arizona
2021-02-02,238,Arizona
2021-02-03,214,Arizona
2021-02-04,176,Arizona
2021-02-05,196,Arizona
2021-02-06,63,Arizona
2021-02-07,37,Arizona
2021-02-08,7,Arizona
2021-02-09,231,Arizona
2021-02-10,176,Arizona
2021-02-11,200,Arizona
2021-02-12,172,Arizona
2021-02-13,114,Arizona
2021-02-14,30,Arizona
2021-02-15,0,Arizona
2021-02-16,3,Arizona
2021-02-17,82,Arizona
2021-02-18,213,Arizona
2021-02-19,145,Arizona
2021-02-20,59,Arizona
2021-02-21,25,Arizona
2021-02-22,0,Arizona
2021-02-23,148,Arizona
2021-02-24,43,Arizona
2021-02-25,121,Arizona
2021-02-26,83,Arizona
