region,date,primary,secondary,mean,sd,median,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Alabama,2021-02-06,1992,64,,,,,,,,,
Alabama,2021-02-07,1112,2,,,,,,,,,
Alabama,2021-02-08,925,8,,,,,,,,,
Alabama,2021-02-09,1318,56,,,,,,,,,
Alabama,2021-02-10,1401,309,,,,,,,,,
Alabama,2021-02-11,1503,133,,,,,,,,,
Alabama,2021-02-12,1097,159,,,,,,,,,
Alabama,2021-02-13,1189,62,,,,,,,,,
Alabama,2021-02-14,1075,0,,,,,,,,,
Alabama,2021-02-15,674,2,,,,,,,,,
Alabama,2021-02-16,883,13,,,,,,,,,
Alabama,2021-02-17,679,89,,,,,,,,,
Alabama,2021-02-18,1198,78,,,,,,,,,
Alabama,2021-02-19,847,149,,,,,,,,,
Alabama,2021-02-20,774,17,,,,,,,,,
Alabama,2021-02-21,857,2,,,,,,,,,
Alabama,2021-02-22,677,0,,,,,,,,,
Alabama,2021-02-23,1453,68,,,,,,,,,
Alabama,2021-02-24,1247,84,,,,,,,,,
Alabama,2021-02-25,890,87,,,,,,,,,
Alabama,2021-02-26,739,38,,,,,,,,,
Alabama,2021-02-27,834,61,,,,,,,,,
Alabama,2021-02-28,569,0,,,,,,,,,
Alabama,2021-03-01,517,2,,,,,,,,,
Alabama,2021-03-02,652,60,,,,,,,,,
Alabama,2021-03-03,2733,38,,,,,,,,,
Alabama,2021-03-04,922,65,,,,,,,,,
Alabama,2021-03-05,811,28,,,,,,,,,
Alabama,2021-03-06,524,27,,,,,,,,,
Alabama,2021-03-07,408,0,,,,,,,,,
Alabama,2021-03-08,273,0,,,,,,,,,
Alabama,2021-03-09,524,38,,,,,,,,,
Alabama,2021-03-10,782,36,,,,,,,,,
Alabama,2021-03-11,865,52,,,,,,,,,
Alabama,2021-03-12,448,25,,,,,,,,,
Alabama,2021-03-13,594,28,,,,,,,,,
Alabama,2021-03-14,368,0,,,,,,,,,
Alabama,2021-03-15,4556,2,,,,,,,,,
Alabama,2021-03-16,488,8,,,,,,,,,
Alabama,2021-03-17,759,26,,,,,,,,,
Alabama,2021-03-18,572,28,,,,,,,,,
Alabama,2021-03-19,531,34,,,,,,,,,
Alabama,2021-03-20,508,11,,,,,,,,,
Alabama,2021-03-21,373,0,,,,,,,,,
Alabama,2021-03-22,319,0,,,,,,,,,
Alabama,2021-03-23,10,14,,,,,,,,,
Alabama,2021-03-24,922,37,,,,,,,,,
Alabama,2021-03-25,427,17,,,,,,,,,
Alabama,2021-03-26,442,19,,,,,,,,,
Alabama,2021-03-27,492,3,,,,,,,,,
Alabama,2021-03-28,319,0,,,,,,,,,
Alabama,2021-03-29,228,0,,,,,,,,,
Alabama,2021-03-30,361,1,,,,,,,,,
Alabama,2021-03-31,408,27,,,,,,,,,
Alabama,2021-04-01,478,0,,,,,,,,,
Alabama,2021-04-02,400,54,,,,,,,,,
Alabama,2021-04-03,349,30,,,,,,,,,
Alabama,2021-04-04,242,,0.3,0.7,0,0,0,0,0,0,2
Alabama,2021-04-05,332,,1.1,2.3,0,0,0,0,1,1,5
Alabama,2021-04-06,257,,12.9,14.8,9,0,4,6,11,17,41
Alabama,2021-04-07,377,,24.1,26.9,17,1,7,12,21,31,73
Alabama,2021-04-08,305,,20.1,22.6,13,1,6,9,17,27,62
Alabama,2021-04-09,245.5,,26.9,32.4,18,1,8,13,23,34.2,81
Alabama,2021-04-10,217.5,,16.7,21.5,10,0,4,8,14,22,50.2
Alabama,2021-04-11,198,,0.3,0.7,0,0,0,0,0,0,2
Alabama,2021-04-12,258,,1,1.8,0,0,0,0,1,1,4
Alabama,2021-04-13,190,,12.2,15.4,8,0,3,6,10,15,38
Alabama,2021-04-14,294,,15.4,17.4,10,0,4,8,14,21,47
Alabama,2021-04-15,241.5,,13.1,14.8,9,0,4,6,12,17,39
Alabama,2021-04-16,188,,16.8,19.8,11,0,4,8,14,22,53
Alabama,2021-04-17,173,,9.8,10.7,7,0,3,5,9,13,29
Alabama,2021-04-18,151,,0.2,0.6,0,0,0,0,0,0,1
Alabama,2021-04-19,192,,0.6,1.4,0,0,0,0,0,1,3
Alabama,2021-04-20,154,,7.4,8.6,5,0,2,3,7,10,23
Alabama,2021-04-21,232.5,,13,15.3,8,0,3,6,11,17,42
Alabama,2021-04-22,188.5,,11.8,15.6,8,0,3,6,10,15,38
Alabama,2021-04-23,152,,14.3,15.9,9,0,4,7,12,20,45
Alabama,2021-04-24,138,,9.6,13.4,6,0,2,4,8,12,29
Alabama,2021-04-25,119.5,,0.2,0.6,0,0,0,0,0,0,1
Alabama,2021-04-26,159,,0.6,1.4,0,0,0,0,0,1,3
Alabama,2021-04-27,125.5,,6.4,8.7,4,0,1,3,5,8,21
Alabama,2021-04-28,177,,11.8,14.9,7,0,3,5,10,15,37
Alabama,2021-04-29,152,,10.2,13.5,6,0,2,4,8,13,35
Alabama,2021-04-30,119,,13.1,18.3,8,0,3,6,10,16,44
Alabama,2021-05-01,100.5,,9.4,31.3,5,0,2,3,6,10,29
Alabama,2021-05-02,97,,0.2,0.9,0,0,0,0,0,0,1
Alabama,2021-05-03,133,,0.6,3.5,0,0,0,0,0,1,2
Alabama,2021-05-04,94.5,,7.4,26.4,3,0,1,2,4,8,23
Alabama,2021-05-05,138,,13.9,63,6,0,2,4,8,13,35
Alaska,2021-02-06,3,0,,,,,,,,,
Alaska,2021-02-07,0,0,,,,,,,,,
Alaska,2021-02-08,505,0,,,,,,,,,
Alaska,2021-02-09,125,1,,,,,,,,,
Alaska,2021-02-10,205,0,,,,,,,,,
Alaska,2021-02-11,158,0,,,,,,,,,
Alaska,2021-02-12,155,2,,,,,,,,,
Alaska,2021-02-13,1,0,,,,,,,,,
Alaska,2021-02-14,1,0,,,,,,,,,
Alaska,2021-02-15,0,0,,,,,,,,,
Alaska,2021-02-16,501,5,,,,,,,,,
Alaska,2021-02-17,63,1,,,,,,,,,
Alaska,2021-02-18,217,0,,,,,,,,,
Alaska,2021-02-19,212,1,,,,,,,,,
Alaska,2021-02-20,2,0,,,,,,,,,
Alaska,2021-02-21,0,0,,,,,,,,,
Alaska,2021-02-22,345,1,,,,,,,,,
Alaska,2021-02-23,57,0,,,,,,,,,
Alaska,2021-02-24,188,0,,,,,,,,,
Alaska,2021-02-25,183,0,,,,,,,,,
Alaska,2021-02-26,112,0,,,,,,,,,
Alaska,2021-02-27,4,0,,,,,,,,,
Alaska,2021-02-28,1,0,,,,,,,,,
Alaska,2021-03-01,385,10,,,,,,,,,
Alaska,2021-03-02,157,2,,,,,,,,,
Alaska,2021-03-03,197,1,,,,,,,,,
Alaska,2021-03-04,150,0,,,,,,,,,
Alaska,2021-03-05,149,2,,,,,,,,,
Alaska,2021-03-06,0,0,,,,,,,,,
Alaska,2021-03-07,1,0,,,,,,,,,
Alaska,2021-03-08,342,0,,,,,,,,,
Alaska,2021-03-09,89,0,,,,,,,,,
Alaska,2021-03-10,155,0,,,,,,,,,
Alaska,2021-03-11,236,0,,,,,,,,,
Alaska,2021-03-12,109,1,,,,,,,,,
Alaska,2021-03-13,0,0,,,,,,,,,
Alaska,2021-03-14,1,0,,,,,,,,,
Alaska,2021-03-15,388,0,,,,,,,,,
Alaska,2021-03-16,103,0,,,,,,,,,
Alaska,2021-03-17,176,1,,,,,,,,,
Alaska,2021-03-18,157,3,,,,,,,,,
Alaska,2021-03-19,71,0,,,,,,,,,
Alaska,2021-03-20,3,0,,,,,,,,,
Alaska,2021-03-21,0,0,,,,,,,,,
Alaska,2021-03-22,352,0,,,,,,,,,
Alaska,2021-03-23,177,2,,,,,,,,,
Alaska,2021-03-24,220,0,,,,,,,,,
Alaska,2021-03-25,149,1,,,,,,,,,
Alaska,2021-03-26,192,0,,,,,,,,,
Alaska,2021-03-27,8,0,,,,,,,,,
Alaska,2021-03-28,1,0,,,,,,,,,
Alaska,2021-03-29,1,0,,,,,,,,,
Alaska,2021-03-30,636,0,,,,,,,,,
Alaska,2021-03-31,0,0,,,,,,,,,
Alaska,2021-04-01,397,0,,,,,,,,,
Alaska,2021-04-02,203,0,,,,,,,,,
Alaska,2021-04-03,0,0,,,,,,,,,
Alaska,2021-04-04,15,,0.2,0.5,0,0,0,0,0,0,1
Alaska,2021-04-05,137.5,,0.2,0.5,0,0,0,0,0,0,1
Alaska,2021-04-06,122.5,,0.5,0.9,0,0,0,0,0,1,2
Alaska,2021-04-07,93,,0.3,0.8,0,0,0,0,0,0,2
Alaska,2021-04-08,130.5,,0.8,1.4,0,0,0,0,1,1,3
Alaska,2021-04-09,95.5,,0.4,0.8,0,0,0,0,0,0,2
Alaska,2021-04-10,14,,0.2,0.5,0,0,0,0,0,0,1
Alaska,2021-04-11,15,,0.2,0.5,0,0,0,0,0,0,1
Alaska,2021-04-12,135,,0.2,0.6,0,0,0,0,0,0,1
Alaska,2021-04-13,124,,0.6,1.6,0,0,0,0,0,1,3
Alaska,2021-04-14,98,,0.3,0.9,0,0,0,0,0,0,2
Alaska,2021-04-15,126,,0.9,1.7,0,0,0,0,1,1,4
Alaska,2021-04-16,98,,0.3,1,0,0,0,0,0,0,2
Alaska,2021-04-17,15,,0.2,0.6,0,0,0,0,0,0,1
Alaska,2021-04-18,17,,0.2,0.6,0,0,0,0,0,0,1
Alaska,2021-04-19,154,,0.3,0.8,0,0,0,0,0,0,2
Alaska,2021-04-20,124,,0.8,3.5,0,0,0,0,0,1,3
Alaska,2021-04-21,88.5,,0.5,1.6,0,0,0,0,0,1,2
Alaska,2021-04-22,140,,1.2,2.9,0,0,0,0,1,1,5
Alaska,2021-04-23,87,,0.6,2.2,0,0,0,0,0,1,2
Alaska,2021-04-24,17,,0.3,0.9,0,0,0,0,0,0,1
Alaska,2021-04-25,18,,0.4,2.4,0,0,0,0,0,0,2
Alaska,2021-04-26,147.5,,0.4,1.2,0,0,0,0,0,0,2
Alaska,2021-04-27,120.5,,1.1,6.3,0,0,0,0,0,1,4
Alaska,2021-04-28,104,,0.6,1.8,0,0,0,0,0,1,3
Alaska,2021-04-29,137.5,,1.6,5.8,0,0,0,0,1,1,6
Alaska,2021-04-30,103,,0.8,3.5,0,0,0,0,0,1,3
Alaska,2021-05-01,16,,0.4,1.6,0,0,0,0,0,0,2
Alaska,2021-05-02,18,,0.4,1.3,0,0,0,0,0,0,2
Alaska,2021-05-03,137.5,,0.4,1.4,0,0,0,0,0,0,2
Alaska,2021-05-04,115,,1.6,8.2,0,0,0,0,0,1,7
Alaska,2021-05-05,107,,0.9,3.8,0,0,0,0,0,1,4
Arizona,2021-02-06,3471,63,,,,,,,,,
Arizona,2021-02-07,1544,37,,,,,,,,,
Arizona,2021-02-08,2250,7,,,,,,,,,
Arizona,2021-02-09,4381,231,,,,,,,,,
Arizona,2021-02-10,1977,176,,,,,,,,,
Arizona,2021-02-11,1861,200,,,,,,,,,
Arizona,2021-02-12,2426,172,,,,,,,,,
Arizona,2021-02-13,1791,114,,,,,,,,,
Arizona,2021-02-14,1947,30,,,,,,,,,
Arizona,2021-02-15,1338,0,,,,,,,,,
Arizona,2021-02-16,1132,3,,,,,,,,,
Arizona,2021-02-17,1315,82,,,,,,,,,
Arizona,2021-02-18,1143,213,,,,,,,,,
Arizona,2021-02-19,1918,145,,,,,,,,,
Arizona,2021-02-20,2047,59,,,,,,,,,
Arizona,2021-02-21,1804,25,,,,,,,,,
Arizona,2021-02-22,1507,0,,,,,,,,,
Arizona,2021-02-23,1184,148,,,,,,,,,
Arizona,2021-02-24,1310,43,,,,,,,,,
Arizona,2021-02-25,939,121,,,,,,,,,
Arizona,2021-02-26,1621,83,,,,,,,,,
Arizona,2021-02-27,1179,70,,,,,,,,,
