ensemble,model,weight,quantile,window,horizons
QRA,Case convolution,0.752,,2,"1, 2, 3, 4"
QRA,Rt,0.03,,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.01,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.01,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.01,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.025,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.025,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.025,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.05,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.05,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.05,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.1,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.1,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.1,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.15,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.15,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.15,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.2,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.2,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.2,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.25,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.25,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.25,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.3,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.3,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.3,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.35,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.35,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.35,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.4,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.4,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.4,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.45,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.45,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.45,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.5,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.5,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.5,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.55,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.55,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.55,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.6,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.6,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.6,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.65,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.65,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.65,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.7,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.7,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.7,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.75,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.75,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.75,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.8,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.8,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.8,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.85,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.85,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.85,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.9,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.9,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.9,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.95,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.95,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.95,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.975,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.975,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.975,2,"1, 2, 3, 4"
QRA,Case convolution,0.752,0.99,2,"1, 2, 3, 4"
QRA,Rt,0.03,0.99,2,"1, 2, 3, 4"
QRA,Timeseries,0.218,0.99,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.754,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.039,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.207,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.754,0.01,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.039,0.01,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.207,0.01,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.754,0.025,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.039,0.025,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.207,0.025,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.754,0.05,2,"1, 2, 3, 4"
