ensemble,model,weight,quantile,window,horizons
QRA,Case convolution,0.985,,2,"1, 2, 3, 4"
QRA,Rt,0,,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.01,2,"1, 2, 3, 4"
QRA,Rt,0,0.01,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.01,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.025,2,"1, 2, 3, 4"
QRA,Rt,0,0.025,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.025,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.05,2,"1, 2, 3, 4"
QRA,Rt,0,0.05,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.05,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.1,2,"1, 2, 3, 4"
QRA,Rt,0,0.1,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.1,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.15,2,"1, 2, 3, 4"
QRA,Rt,0,0.15,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.15,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.2,2,"1, 2, 3, 4"
QRA,Rt,0,0.2,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.2,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.25,2,"1, 2, 3, 4"
QRA,Rt,0,0.25,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.25,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.3,2,"1, 2, 3, 4"
QRA,Rt,0,0.3,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.3,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.35,2,"1, 2, 3, 4"
QRA,Rt,0,0.35,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.35,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.4,2,"1, 2, 3, 4"
QRA,Rt,0,0.4,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.4,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.45,2,"1, 2, 3, 4"
QRA,Rt,0,0.45,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.45,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.5,2,"1, 2, 3, 4"
QRA,Rt,0,0.5,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.5,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.55,2,"1, 2, 3, 4"
QRA,Rt,0,0.55,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.55,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.6,2,"1, 2, 3, 4"
QRA,Rt,0,0.6,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.6,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.65,2,"1, 2, 3, 4"
QRA,Rt,0,0.65,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.65,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.7,2,"1, 2, 3, 4"
QRA,Rt,0,0.7,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.7,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.75,2,"1, 2, 3, 4"
QRA,Rt,0,0.75,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.75,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.8,2,"1, 2, 3, 4"
QRA,Rt,0,0.8,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.8,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.85,2,"1, 2, 3, 4"
QRA,Rt,0,0.85,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.85,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.9,2,"1, 2, 3, 4"
QRA,Rt,0,0.9,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.9,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.95,2,"1, 2, 3, 4"
QRA,Rt,0,0.95,2,"1, 2, 3, 4"
QRA,Timeseries,0.015,0.95,2,"1, 2, 3, 4"
QRA,Case convolution,0.985,0.975,2,"1, 2, 3, 4"
QRA,Rt,0,0.975,2,"1, 2, 3, 4"
