ensemble,model,weight,quantile,window,horizons
QRA,Case convolution,0.643,,2,"1, 2, 3, 4"
QRA,Rt,0,,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.01,2,"1, 2, 3, 4"
QRA,Rt,0,0.01,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.01,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.025,2,"1, 2, 3, 4"
QRA,Rt,0,0.025,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.025,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.05,2,"1, 2, 3, 4"
QRA,Rt,0,0.05,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.05,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.1,2,"1, 2, 3, 4"
QRA,Rt,0,0.1,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.1,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.15,2,"1, 2, 3, 4"
QRA,Rt,0,0.15,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.15,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.2,2,"1, 2, 3, 4"
QRA,Rt,0,0.2,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.2,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.25,2,"1, 2, 3, 4"
QRA,Rt,0,0.25,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.25,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.3,2,"1, 2, 3, 4"
QRA,Rt,0,0.3,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.3,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.35,2,"1, 2, 3, 4"
QRA,Rt,0,0.35,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.35,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.4,2,"1, 2, 3, 4"
QRA,Rt,0,0.4,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.4,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.45,2,"1, 2, 3, 4"
QRA,Rt,0,0.45,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.45,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.5,2,"1, 2, 3, 4"
QRA,Rt,0,0.5,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.5,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.55,2,"1, 2, 3, 4"
QRA,Rt,0,0.55,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.55,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.6,2,"1, 2, 3, 4"
QRA,Rt,0,0.6,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.6,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.65,2,"1, 2, 3, 4"
QRA,Rt,0,0.65,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.65,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.7,2,"1, 2, 3, 4"
QRA,Rt,0,0.7,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.7,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.75,2,"1, 2, 3, 4"
QRA,Rt,0,0.75,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.75,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.8,2,"1, 2, 3, 4"
QRA,Rt,0,0.8,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.8,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.85,2,"1, 2, 3, 4"
QRA,Rt,0,0.85,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.85,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.9,2,"1, 2, 3, 4"
QRA,Rt,0,0.9,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.9,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.95,2,"1, 2, 3, 4"
QRA,Rt,0,0.95,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.95,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.975,2,"1, 2, 3, 4"
QRA,Rt,0,0.975,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.975,2,"1, 2, 3, 4"
QRA,Case convolution,0.643,0.99,2,"1, 2, 3, 4"
QRA,Rt,0,0.99,2,"1, 2, 3, 4"
QRA,Timeseries,0.357,0.99,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.633,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.367,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.687,0.01,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.01,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.313,0.01,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.687,0.025,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.025,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.313,0.025,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.687,0.05,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.05,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.313,0.05,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.687,0.1,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.1,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.313,0.1,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.687,0.15,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.15,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.313,0.15,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.633,0.2,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.2,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.367,0.2,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.633,0.25,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.25,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.367,0.25,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.633,0.3,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.3,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.367,0.3,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.633,0.35,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.35,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.367,0.35,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.633,0.4,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.4,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.367,0.4,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.633,0.45,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.45,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.367,0.45,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.633,0.5,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.5,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.367,0.5,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.633,0.55,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.55,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.367,0.55,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.633,0.6,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.6,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.367,0.6,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.596,0.65,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.65,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.404,0.65,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.596,0.7,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.7,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.404,0.7,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.596,0.75,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.75,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.404,0.75,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.596,0.8,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.8,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.404,0.8,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.54,0.85,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.85,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.46,0.85,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.54,0.9,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.9,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.46,0.9,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.54,0.95,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.95,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.46,0.95,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.54,0.975,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.975,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.46,0.975,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.54,0.99,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.99,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.46,0.99,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.548,,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.002,,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.451,,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.638,0.01,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0,0.01,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.362,0.01,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.638,0.025,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0,0.025,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.362,0.025,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.638,0.05,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0,0.05,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.362,0.05,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.638,0.1,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0,0.1,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.362,0.1,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.638,0.15,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0,0.15,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.362,0.15,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.578,0.2,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.03,0.2,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.392,0.2,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.578,0.25,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.03,0.25,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.392,0.25,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.578,0.3,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.03,0.3,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.392,0.3,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.578,0.35,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.03,0.35,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.392,0.35,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.548,0.4,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.002,0.4,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.451,0.4,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.548,0.45,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.002,0.45,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.451,0.45,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.548,0.5,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.002,0.5,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.451,0.5,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.548,0.55,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.002,0.55,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.451,0.55,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.548,0.6,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.002,0.6,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.451,0.6,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.511,0.65,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0,0.65,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.489,0.65,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.511,0.7,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0,0.7,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.489,0.7,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.511,0.75,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0,0.75,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.489,0.75,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.511,0.8,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0,0.8,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.489,0.8,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.46,0.85,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0,0.85,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.54,0.85,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.46,0.9,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0,0.9,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.54,0.9,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.46,0.95,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0,0.95,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.54,0.95,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.46,0.975,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0,0.975,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.54,0.975,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.46,0.99,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0,0.99,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.54,0.99,2,"1, 2, 3, 4"
QRA,Case convolution,0.644,,4,"1, 2, 3, 4"
QRA,Rt,0,,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.01,4,"1, 2, 3, 4"
QRA,Rt,0,0.01,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.01,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.025,4,"1, 2, 3, 4"
QRA,Rt,0,0.025,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.025,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.05,4,"1, 2, 3, 4"
QRA,Rt,0,0.05,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.05,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.1,4,"1, 2, 3, 4"
QRA,Rt,0,0.1,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.1,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.15,4,"1, 2, 3, 4"
QRA,Rt,0,0.15,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.15,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.2,4,"1, 2, 3, 4"
QRA,Rt,0,0.2,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.2,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.25,4,"1, 2, 3, 4"
QRA,Rt,0,0.25,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.25,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.3,4,"1, 2, 3, 4"
QRA,Rt,0,0.3,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.3,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.35,4,"1, 2, 3, 4"
QRA,Rt,0,0.35,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.35,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.4,4,"1, 2, 3, 4"
QRA,Rt,0,0.4,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.4,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.45,4,"1, 2, 3, 4"
QRA,Rt,0,0.45,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.45,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.5,4,"1, 2, 3, 4"
QRA,Rt,0,0.5,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.5,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.55,4,"1, 2, 3, 4"
QRA,Rt,0,0.55,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.55,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.6,4,"1, 2, 3, 4"
QRA,Rt,0,0.6,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.6,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.65,4,"1, 2, 3, 4"
QRA,Rt,0,0.65,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.65,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.7,4,"1, 2, 3, 4"
QRA,Rt,0,0.7,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.7,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.75,4,"1, 2, 3, 4"
QRA,Rt,0,0.75,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.75,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.8,4,"1, 2, 3, 4"
QRA,Rt,0,0.8,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.8,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.85,4,"1, 2, 3, 4"
QRA,Rt,0,0.85,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.85,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.9,4,"1, 2, 3, 4"
QRA,Rt,0,0.9,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.9,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.95,4,"1, 2, 3, 4"
QRA,Rt,0,0.95,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.95,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.975,4,"1, 2, 3, 4"
QRA,Rt,0,0.975,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.975,4,"1, 2, 3, 4"
QRA,Case convolution,0.644,0.99,4,"1, 2, 3, 4"
QRA,Rt,0,0.99,4,"1, 2, 3, 4"
QRA,Timeseries,0.356,0.99,4,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.646,,4,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,,4,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.354,,4,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.646,0.01,4,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.01,4,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.354,0.01,4,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.646,0.025,4,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.025,4,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.354,0.025,4,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.646,0.05,4,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.05,4,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.354,0.05,4,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.646,0.1,4,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.1,4,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.354,0.1,4,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.646,0.15,4,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.15,4,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.354,0.15,4,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.646,0.2,4,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.2,4,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.354,0.2,4,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.646,0.25,4,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.25,4,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.354,0.25,4,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.646,0.3,4,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.3,4,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.354,0.3,4,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.646,0.35,4,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0,0.35,4,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.354,0.35,4,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.646,0.4,4,"1, 2, 3, 4"
