ensemble,model,weight,quantile,window,horizons
QRA,Case convolution,0.802,,2,"1, 2, 3, 4"
QRA,Rt,0.105,,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.01,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.01,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.01,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.025,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.025,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.025,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.05,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.05,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.05,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.1,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.1,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.1,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.15,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.15,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.15,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.2,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.2,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.2,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.25,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.25,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.25,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.3,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.3,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.3,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.35,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.35,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.35,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.4,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.4,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.4,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.45,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.45,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.45,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.5,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.5,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.5,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.55,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.55,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.55,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.6,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.6,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.6,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.65,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.65,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.65,2,"1, 2, 3, 4"
QRA,Case convolution,0.802,0.7,2,"1, 2, 3, 4"
QRA,Rt,0.105,0.7,2,"1, 2, 3, 4"
QRA,Timeseries,0.094,0.7,2,"1, 2, 3, 4"
