ensemble,model,weight,quantile,window,horizons
QRA,Case convolution,0.632,,2,"1, 2, 3, 4"
QRA,Rt,0.126,,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.01,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.01,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.01,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.025,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.025,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.025,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.05,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.05,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.05,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.1,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.1,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.1,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.15,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.15,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.15,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.2,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.2,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.2,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.25,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.25,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.25,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.3,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.3,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.3,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.35,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.35,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.35,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.4,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.4,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.4,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.45,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.45,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.45,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.5,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.5,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.5,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.55,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.55,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.55,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.6,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.6,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.6,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.65,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.65,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.65,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.7,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.7,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.7,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.75,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.75,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.75,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.8,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.8,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.8,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.85,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.85,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.85,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.9,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.9,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.9,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.95,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.95,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.95,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.975,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.975,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.975,2,"1, 2, 3, 4"
QRA,Case convolution,0.632,0.99,2,"1, 2, 3, 4"
QRA,Rt,0.126,0.99,2,"1, 2, 3, 4"
QRA,Timeseries,0.242,0.99,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.629,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.144,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.227,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.611,0.01,2,"1, 2, 3, 4"
