ensemble,model,weight,quantile,window,horizons
QRA,Case convolution,0.953,,2,"1, 2, 3, 4"
QRA,Rt,0.002,,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.01,2,"1, 2, 3, 4"
QRA,Rt,0.002,0.01,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,0.01,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.025,2,"1, 2, 3, 4"
QRA,Rt,0.002,0.025,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,0.025,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.05,2,"1, 2, 3, 4"
QRA,Rt,0.002,0.05,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,0.05,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.1,2,"1, 2, 3, 4"
QRA,Rt,0.002,0.1,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,0.1,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.15,2,"1, 2, 3, 4"
QRA,Rt,0.002,0.15,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,0.15,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.2,2,"1, 2, 3, 4"
QRA,Rt,0.002,0.2,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,0.2,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.25,2,"1, 2, 3, 4"
QRA,Rt,0.002,0.25,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,0.25,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.3,2,"1, 2, 3, 4"
QRA,Rt,0.002,0.3,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,0.3,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.35,2,"1, 2, 3, 4"
QRA,Rt,0.002,0.35,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,0.35,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.4,2,"1, 2, 3, 4"
QRA,Rt,0.002,0.4,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,0.4,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.45,2,"1, 2, 3, 4"
QRA,Rt,0.002,0.45,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,0.45,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.5,2,"1, 2, 3, 4"
QRA,Rt,0.002,0.5,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,0.5,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.55,2,"1, 2, 3, 4"
QRA,Rt,0.002,0.55,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,0.55,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.6,2,"1, 2, 3, 4"
QRA,Rt,0.002,0.6,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,0.6,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.65,2,"1, 2, 3, 4"
QRA,Rt,0.002,0.65,2,"1, 2, 3, 4"
QRA,Timeseries,0.046,0.65,2,"1, 2, 3, 4"
QRA,Case convolution,0.953,0.7,2,"1, 2, 3, 4"
