ensemble,model,weight,quantile,window,horizons
QRA,Case convolution,0.454,,2,"1, 2, 3, 4"
QRA,Rt,0.314,,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.01,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.01,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.01,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.025,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.025,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.025,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.05,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.05,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.05,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.1,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.1,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.1,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.15,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.15,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.15,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.2,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.2,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.2,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.25,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.25,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.25,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.3,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.3,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.3,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.35,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.35,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.35,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.4,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.4,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.4,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.45,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.45,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.45,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.5,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.5,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.5,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.55,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.55,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.55,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.6,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.6,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.6,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.65,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.65,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.65,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.7,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.7,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.7,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.75,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.75,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.75,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.8,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.8,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.8,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.85,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.85,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.85,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.9,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.9,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.9,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.95,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.95,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.95,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.975,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.975,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.975,2,"1, 2, 3, 4"
QRA,Case convolution,0.454,0.99,2,"1, 2, 3, 4"
QRA,Rt,0.314,0.99,2,"1, 2, 3, 4"
QRA,Timeseries,0.231,0.99,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.28,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.262,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.473,0.01,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.388,0.01,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.139,0.01,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.473,0.025,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.388,0.025,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.139,0.025,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.473,0.05,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.388,0.05,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.139,0.05,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.473,0.1,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.388,0.1,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.139,0.1,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.473,0.15,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.388,0.15,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.139,0.15,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.2,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.327,0.2,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.215,0.2,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.25,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.327,0.25,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.215,0.25,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.3,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.327,0.3,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.215,0.3,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.35,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.327,0.35,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.215,0.35,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.4,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.28,0.4,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.262,0.4,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.45,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.28,0.45,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.262,0.45,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.5,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.28,0.5,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.262,0.5,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.55,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.28,0.55,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.262,0.55,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.6,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.28,0.6,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.262,0.6,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.65,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.28,0.65,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.262,0.65,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.7,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.28,0.7,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.262,0.7,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.75,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.28,0.75,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.262,0.75,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.8,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.28,0.8,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.262,0.8,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.85,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.28,0.85,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.262,0.85,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.9,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.28,0.9,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.262,0.9,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.95,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.28,0.95,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.262,0.95,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.975,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.28,0.975,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.262,0.975,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.457,0.99,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.28,0.99,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.262,0.99,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.378,,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.359,,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.262,,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.393,0.01,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.472,0.01,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.135,0.01,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.393,0.025,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.472,0.025,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.135,0.025,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.393,0.05,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.472,0.05,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.135,0.05,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.393,0.1,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.472,0.1,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.135,0.1,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.393,0.15,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.472,0.15,2,"1, 2, 3, 4"
