ensemble,model,weight,quantile,window,horizons
QRA,Case convolution,0.6,,2,"1, 2, 3, 4"
QRA,Rt,0.228,,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.01,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.01,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.01,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.025,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.025,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.025,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.05,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.05,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.05,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.1,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.1,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.1,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.15,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.15,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.15,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.2,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.2,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.2,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.25,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.25,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.25,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.3,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.3,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.3,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.35,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.35,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.35,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.4,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.4,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.4,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.45,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.45,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.45,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.5,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.5,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.5,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.55,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.55,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.55,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.6,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.6,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.6,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.65,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.65,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.65,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.7,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.7,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.7,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.75,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.75,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.75,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.8,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.8,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.8,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.85,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.85,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.85,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.9,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.9,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.9,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.95,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.95,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.95,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.975,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.975,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.975,2,"1, 2, 3, 4"
QRA,Case convolution,0.6,0.99,2,"1, 2, 3, 4"
QRA,Rt,0.228,0.99,2,"1, 2, 3, 4"
QRA,Timeseries,0.172,0.99,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.568,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.247,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.185,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.61,0.01,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.289,0.01,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.101,0.01,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.61,0.025,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.289,0.025,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.101,0.025,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.61,0.05,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.289,0.05,2,"1, 2, 3, 4"
