ensemble,model,weight,quantile,window,horizons
QRA,Case convolution,0.304,,2,"1, 2, 3, 4"
QRA,Rt,0.433,,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.01,2,"1, 2, 3, 4"
QRA,Rt,0.433,0.01,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,0.01,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.025,2,"1, 2, 3, 4"
QRA,Rt,0.433,0.025,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,0.025,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.05,2,"1, 2, 3, 4"
QRA,Rt,0.433,0.05,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,0.05,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.1,2,"1, 2, 3, 4"
QRA,Rt,0.433,0.1,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,0.1,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.15,2,"1, 2, 3, 4"
QRA,Rt,0.433,0.15,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,0.15,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.2,2,"1, 2, 3, 4"
QRA,Rt,0.433,0.2,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,0.2,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.25,2,"1, 2, 3, 4"
QRA,Rt,0.433,0.25,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,0.25,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.3,2,"1, 2, 3, 4"
QRA,Rt,0.433,0.3,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,0.3,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.35,2,"1, 2, 3, 4"
QRA,Rt,0.433,0.35,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,0.35,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.4,2,"1, 2, 3, 4"
QRA,Rt,0.433,0.4,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,0.4,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.45,2,"1, 2, 3, 4"
QRA,Rt,0.433,0.45,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,0.45,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.5,2,"1, 2, 3, 4"
QRA,Rt,0.433,0.5,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,0.5,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.55,2,"1, 2, 3, 4"
QRA,Rt,0.433,0.55,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,0.55,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.6,2,"1, 2, 3, 4"
QRA,Rt,0.433,0.6,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,0.6,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.65,2,"1, 2, 3, 4"
QRA,Rt,0.433,0.65,2,"1, 2, 3, 4"
QRA,Timeseries,0.263,0.65,2,"1, 2, 3, 4"
QRA,Case convolution,0.304,0.7,2,"1, 2, 3, 4"
