ensemble,model,weight,quantile,window,horizons
QRA,Case convolution,0.63,,2,"1, 2, 3, 4"
QRA,Rt,0.206,,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.01,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.01,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.01,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.025,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.025,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.025,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.05,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.05,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.05,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.1,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.1,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.1,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.15,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.15,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.15,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.2,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.2,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.2,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.25,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.25,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.25,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.3,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.3,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.3,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.35,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.35,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.35,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.4,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.4,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.4,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.45,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.45,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.45,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.5,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.5,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.5,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.55,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.55,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.55,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.6,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.6,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.6,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.65,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.65,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.65,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.7,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.7,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.7,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.75,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.75,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.75,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.8,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.8,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.8,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.85,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.85,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.85,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.9,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.9,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.9,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.95,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.95,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.95,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.975,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.975,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.975,2,"1, 2, 3, 4"
QRA,Case convolution,0.63,0.99,2,"1, 2, 3, 4"
QRA,Rt,0.206,0.99,2,"1, 2, 3, 4"
QRA,Timeseries,0.163,0.99,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.648,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.205,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.147,,2,"1, 2, 3, 4"
