ensemble,model,weight,quantile,window,horizons
QRA,Case convolution,0.451,,2,"1, 2, 3, 4"
QRA,Rt,0.309,,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.01,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.01,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.01,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.025,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.025,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.025,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.05,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.05,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.05,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.1,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.1,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.1,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.15,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.15,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.15,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.2,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.2,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.2,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.25,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.25,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.25,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.3,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.3,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.3,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.35,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.35,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.35,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.4,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.4,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.4,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.45,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.45,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.45,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.5,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.5,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.5,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.55,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.55,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.55,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.6,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.6,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.6,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.65,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.65,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.65,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.7,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.7,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.7,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.75,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.75,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.75,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.8,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.8,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.8,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.85,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.85,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.85,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.9,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.9,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.9,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.95,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.95,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.95,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.975,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.975,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.975,2,"1, 2, 3, 4"
QRA,Case convolution,0.451,0.99,2,"1, 2, 3, 4"
QRA,Rt,0.309,0.99,2,"1, 2, 3, 4"
QRA,Timeseries,0.24,0.99,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.475,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.312,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.213,,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.515,0.01,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.346,0.01,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.139,0.01,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.515,0.025,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.346,0.025,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.139,0.025,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.515,0.05,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.346,0.05,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.139,0.05,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.515,0.1,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.346,0.1,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.139,0.1,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.515,0.15,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.346,0.15,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.139,0.15,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.475,0.2,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.312,0.2,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.213,0.2,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.475,0.25,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.312,0.25,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.213,0.25,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.475,0.3,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.312,0.3,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.213,0.3,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.475,0.35,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.312,0.35,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.213,0.35,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.475,0.4,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.312,0.4,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.213,0.4,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.475,0.45,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.312,0.45,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.213,0.45,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.475,0.5,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.312,0.5,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.213,0.5,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.475,0.55,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.312,0.55,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.213,0.55,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.475,0.6,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.312,0.6,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.213,0.6,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.421,0.65,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.313,0.65,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.266,0.65,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.421,0.7,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.313,0.7,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.266,0.7,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.421,0.75,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.313,0.75,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.266,0.75,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.421,0.8,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.313,0.8,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.266,0.8,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.354,0.85,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.315,0.85,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.331,0.85,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.354,0.9,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.315,0.9,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.331,0.9,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.354,0.95,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.315,0.95,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.331,0.95,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.354,0.975,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.315,0.975,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.331,0.975,2,"1, 2, 3, 4"
QRA (weighted quantiles),Case convolution,0.354,0.99,2,"1, 2, 3, 4"
QRA (weighted quantiles),Rt,0.315,0.99,2,"1, 2, 3, 4"
QRA (weighted quantiles),Timeseries,0.331,0.99,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.672,,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.224,,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.105,,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.623,0.01,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.301,0.01,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.076,0.01,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.623,0.025,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.301,0.025,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.076,0.025,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.623,0.05,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.301,0.05,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.076,0.05,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.623,0.1,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.301,0.1,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.076,0.1,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.623,0.15,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.301,0.15,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.076,0.15,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.672,0.2,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.224,0.2,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.105,0.2,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.672,0.25,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.224,0.25,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.105,0.25,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.672,0.3,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.224,0.3,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.105,0.3,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.672,0.35,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.224,0.35,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.105,0.35,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.672,0.4,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.224,0.4,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.105,0.4,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.672,0.45,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.224,0.45,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.105,0.45,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.672,0.5,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.224,0.5,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.105,0.5,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.672,0.55,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.224,0.55,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.105,0.55,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Case convolution,0.672,0.6,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Rt,0.224,0.6,2,"1, 2, 3, 4"
QRA (weighted counts and quantiles),Timeseries,0.105,0.6,2,"1, 2, 3, 4"
