ensemble,model,weight,quantile,window,horizons
QRA,Case convolution,0.621,,2,"1, 2, 3, 4"
QRA,Rt,0.033,,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.01,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.01,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.01,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.025,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.025,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.025,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.05,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.05,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.05,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.1,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.1,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.1,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.15,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.15,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.15,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.2,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.2,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.2,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.25,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.25,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.25,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.3,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.3,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.3,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.35,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.35,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.35,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.4,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.4,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.4,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.45,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.45,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.45,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.5,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.5,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.5,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.55,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.55,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.55,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.6,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.6,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.6,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.65,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.65,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.65,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.7,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.7,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.7,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.75,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.75,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.75,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.8,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.8,2,"1, 2, 3, 4"
QRA,Timeseries,0.346,0.8,2,"1, 2, 3, 4"
QRA,Case convolution,0.621,0.85,2,"1, 2, 3, 4"
QRA,Rt,0.033,0.85,2,"1, 2, 3, 4"
