week,state,state_code,date_created,model_type,weekly_count,quantile,deaths
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.01,0
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.025,0
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.05,0
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.1,0
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.15000000000000002,0
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.2,0
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.25,0
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.3,0
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.35000000000000003,0
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.4,6
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.45,22
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.5,42
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.55,59
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.6000000000000001,76
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.6500000000000001,93
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.7000000000000001,115
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.7500000000000001,137
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.8,158
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.8500000000000001,185
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.9000000000000001,215
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.95,268
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.975,313
2020-06-21,Alabama,01,2020-06-22,deaths_on_cases,incident,0.99,372
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.01,0
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.025,0
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.05,0
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.1,0
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.15000000000000002,0
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.2,0
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.25,0
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.3,0
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.35000000000000003,0
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.4,0
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.45,0
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.5,0
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.55,0
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.6000000000000001,0
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.6500000000000001,4
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.7000000000000001,6
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.7500000000000001,6
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.8,6
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.8500000000000001,8
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.9000000000000001,12
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.95,12
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.975,16
2020-06-21,Alaska,02,2020-06-22,deaths_on_cases,incident,0.99,19
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.01,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.025,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.05,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.1,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.15000000000000002,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.2,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.25,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.3,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.35000000000000003,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.4,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.45,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.5,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.55,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.6000000000000001,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.6500000000000001,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.7000000000000001,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.7500000000000001,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.8,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.8500000000000001,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.9000000000000001,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.95,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.975,0
2020-06-21,American Samoa,60,2020-06-22,deaths_on_cases,incident,0.99,0
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.01,0
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.025,0
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.05,0
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.1,0
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.15000000000000002,0
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.2,0
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.25,0
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.3,14
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.35000000000000003,44
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.4,71
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.45,98
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.5,128
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.55,157
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.6000000000000001,189
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.6500000000000001,216
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.7000000000000001,246
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.7500000000000001,282
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.8,320
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.8500000000000001,365
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.9000000000000001,420
2020-06-21,Arizona,04,2020-06-22,deaths_on_cases,incident,0.95,509
