region,date,confirm
Alabama,2021-03-01,2
Alabama,2021-03-02,60
Alabama,2021-03-03,38
Alabama,2021-03-04,65
Alabama,2021-03-05,28
Alabama,2021-03-06,27
Alabama,2021-03-07,0
Alabama,2021-03-08,0
Alabama,2021-03-09,38
Alabama,2021-03-10,36
Alabama,2021-03-11,52
Alabama,2021-03-12,25
Alabama,2021-03-13,28
Alabama,2021-03-14,0
Alabama,2021-03-15,2
Alabama,2021-03-16,8
Alabama,2021-03-17,26
Alabama,2021-03-18,28
Alabama,2021-03-19,34
Alabama,2021-03-20,11
Alabama,2021-03-21,0
Alabama,2021-03-22,0
Alabama,2021-03-23,14
Alabama,2021-03-24,37
Alabama,2021-03-25,17
Alabama,2021-03-26,19
Alabama,2021-03-27,3
Alabama,2021-03-28,0
Alabama,2021-03-29,0
Alabama,2021-03-30,1
Alabama,2021-03-31,27
Alabama,2021-04-01,0
Alabama,2021-04-02,54
Alabama,2021-04-03,30
Alabama,2021-04-04,0
Alabama,2021-04-05,1
Alabama,2021-04-06,14
Alabama,2021-04-07,0
Alabama,2021-04-08,23
Alabama,2021-04-09,11
Alabama,2021-04-10,26
Alabama,2021-04-11,0
Alabama,2021-04-12,0
Alabama,2021-04-13,10
Alabama,2021-04-14,6
Alabama,2021-04-15,8
Alabama,2021-04-16,3
Alabama,2021-04-17,51
Alabama,2021-04-18,0
Alabama,2021-04-19,0
Alabama,2021-04-20,8
Alabama,2021-04-21,9
Alabama,2021-04-22,17
Alabama,2021-04-23,16
Alabama,2021-04-24,11
Alabama,2021-04-25,0
Alabama,2021-04-26,1
Alabama,2021-04-27,2
Alabama,2021-04-28,25
Alabama,2021-04-29,8
Alabama,2021-04-30,9
Alabama,2021-05-01,17
Alabama,2021-05-02,0
Alabama,2021-05-03,0
Alabama,2021-05-04,0
Alabama,2021-05-05,17
Alabama,2021-05-06,16
Alabama,2021-05-07,20
Alabama,2021-05-08,12
Alabama,2021-05-09,0
Alabama,2021-05-10,0
Alabama,2021-05-11,7
Alabama,2021-05-12,12
Alabama,2021-05-13,4
Alabama,2021-05-14,23
Alabama,2021-05-15,14
Alabama,2021-05-16,0
Alabama,2021-05-17,0
Alabama,2021-05-18,5
Alabama,2021-05-19,2
Alabama,2021-05-20,32
Alabama,2021-05-21,3
Alabama,2021-05-22,32
Alaska,2021-03-01,10
Alaska,2021-03-02,2
Alaska,2021-03-03,1
Alaska,2021-03-04,0
Alaska,2021-03-05,2
Alaska,2021-03-06,0
Alaska,2021-03-07,0
Alaska,2021-03-08,0
Alaska,2021-03-09,0
Alaska,2021-03-10,0
Alaska,2021-03-11,0
Alaska,2021-03-12,1
Alaska,2021-03-13,0
Alaska,2021-03-14,0
Alaska,2021-03-15,0
Alaska,2021-03-16,0
Alaska,2021-03-17,1
Alaska,2021-03-18,3
Alaska,2021-03-19,0
Alaska,2021-03-20,0
Alaska,2021-03-21,0
Alaska,2021-03-22,0
Alaska,2021-03-23,2
Alaska,2021-03-24,0
Alaska,2021-03-25,1
Alaska,2021-03-26,0
Alaska,2021-03-27,0
Alaska,2021-03-28,0
Alaska,2021-03-29,0
Alaska,2021-03-30,0
Alaska,2021-03-31,0
Alaska,2021-04-01,0
Alaska,2021-04-02,0
Alaska,2021-04-03,0
Alaska,2021-04-04,0
Alaska,2021-04-05,0
Alaska,2021-04-06,0
Alaska,2021-04-07,0
Alaska,2021-04-08,0
Alaska,2021-04-09,0
Alaska,2021-04-10,0
Alaska,2021-04-11,0
Alaska,2021-04-12,1
Alaska,2021-04-13,0
Alaska,2021-04-14,0
Alaska,2021-04-15,20
Alaska,2021-04-16,0
Alaska,2021-04-17,0
Alaska,2021-04-18,0
Alaska,2021-04-19,0
Alaska,2021-04-20,0
Alaska,2021-04-21,0
Alaska,2021-04-22,0
Alaska,2021-04-23,0
Alaska,2021-04-24,0
Alaska,2021-04-25,0
Alaska,2021-04-26,13
Alaska,2021-04-27,0
Alaska,2021-04-28,0
Alaska,2021-04-29,0
Alaska,2021-04-30,0
Alaska,2021-05-01,0
Alaska,2021-05-02,0
Alaska,2021-05-03,1
Alaska,2021-05-04,0
Alaska,2021-05-05,0
Alaska,2021-05-06,1
Alaska,2021-05-07,0
Alaska,2021-05-08,0
Alaska,2021-05-09,0
Alaska,2021-05-10,0
Alaska,2021-05-11,2
Alaska,2021-05-12,2
Alaska,2021-05-13,0
Alaska,2021-05-14,0
Alaska,2021-05-15,0
Alaska,2021-05-16,0
Alaska,2021-05-17,11
Alaska,2021-05-18,4
Alaska,2021-05-19,1
Alaska,2021-05-20,0
Alaska,2021-05-21,0
Alaska,2021-05-22,0
Arizona,2021-03-01,0
Arizona,2021-03-02,81
Arizona,2021-03-03,29
Arizona,2021-03-04,96
Arizona,2021-03-05,84
Arizona,2021-03-06,54
Arizona,2021-03-07,5
Arizona,2021-03-08,0
Arizona,2021-03-09,0
Arizona,2021-03-10,78
Arizona,2021-03-11,57
