region,date,confirm
Alabama,2020-10-11,0
Alaska,2020-10-11,0
Arizona,2020-10-11,0
Arkansas,2020-10-11,17
California,2020-10-11,12
Colorado,2020-10-11,1
Connecticut,2020-10-11,0
Delaware,2020-10-11,1
District of Columbia,2020-10-11,1
Florida,2020-10-11,178
Georgia,2020-10-11,23
Guam,2020-10-11,2
Hawaii,2020-10-11,1
Idaho,2020-10-11,0
Illinois,2020-10-11,9
Indiana,2020-10-11,7
Iowa,2020-10-11,3
Kansas,2020-10-11,1
Kentucky,2020-10-11,3
Louisiana,2020-10-11,20
Maine,2020-10-11,0
Maryland,2020-10-11,4
Massachusetts,2020-10-11,17
Michigan,2020-10-11,0
Minnesota,2020-10-11,10
Mississippi,2020-10-11,5
Missouri,2020-10-11,0
Montana,2020-10-11,1
Nebraska,2020-10-11,0
Nevada,2020-10-11,2
New Hampshire,2020-10-11,1
New Jersey,2020-10-11,3
New Mexico,2020-10-11,4
New York,2020-10-11,3
North Carolina,2020-10-11,5
North Dakota,2020-10-11,1
Ohio,2020-10-11,2
Oklahoma,2020-10-11,3
Oregon,2020-10-11,0
Pennsylvania,2020-10-11,6
Puerto Rico,2020-10-11,2
Rhode Island,2020-10-11,0
South Carolina,2020-10-11,1
South Dakota,2020-10-11,0
Tennessee,2020-10-11,9
Texas,2020-10-11,29
Utah,2020-10-11,7
Virginia,2020-10-11,4
Washington,2020-10-11,0
West Virginia,2020-10-11,0
Wisconsin,2020-10-11,28
Wyoming,2020-10-11,0
US,2020-10-11,426
Alabama,2020-10-12,1
Alaska,2020-10-12,0
Arizona,2020-10-12,0
Arkansas,2020-10-12,17
California,2020-10-12,7
Colorado,2020-10-12,3
Connecticut,2020-10-12,2
Delaware,2020-10-12,2
District of Columbia,2020-10-12,0
Florida,2020-10-12,48
Georgia,2020-10-12,13
Guam,2020-10-12,0
Hawaii,2020-10-12,0
Idaho,2020-10-12,3
Illinois,2020-10-12,13
Indiana,2020-10-12,6
Iowa,2020-10-12,19
Kansas,2020-10-12,13
Kentucky,2020-10-12,3
Louisiana,2020-10-12,14
Maine,2020-10-12,0
Maryland,2020-10-12,4
Massachusetts,2020-10-12,13
Michigan,2020-10-12,6
Minnesota,2020-10-12,3
Mississippi,2020-10-12,0
Missouri,2020-10-12,0
Montana,2020-10-12,2
Nebraska,2020-10-12,3
Nevada,2020-10-12,3
New Hampshire,2020-10-12,0
New Jersey,2020-10-12,1
New Mexico,2020-10-12,4
New York,2020-10-12,13
North Carolina,2020-10-12,3
North Dakota,2020-10-12,8
Ohio,2020-10-12,6
Oklahoma,2020-10-12,6
Oregon,2020-10-12,0
Pennsylvania,2020-10-12,17
Puerto Rico,2020-10-12,5
Rhode Island,2020-10-12,0
South Carolina,2020-10-12,7
South Dakota,2020-10-12,2
Tennessee,2020-10-12,7
Texas,2020-10-12,27
Utah,2020-10-12,5
Virginia,2020-10-12,3
Washington,2020-10-12,0
West Virginia,2020-10-12,3
Wisconsin,2020-10-12,20
Wyoming,2020-10-12,0
US,2020-10-12,335
Alabama,2020-10-13,0
Alaska,2020-10-13,0
Arizona,2020-10-13,8
Arkansas,2020-10-13,25
California,2020-10-13,58
Colorado,2020-10-13,37
Connecticut,2020-10-13,1
Delaware,2020-10-13,3
District of Columbia,2020-10-13,0
Florida,2020-10-13,119
Georgia,2020-10-13,25
Guam,2020-10-13,1
Hawaii,2020-10-13,4
Idaho,2020-10-13,2
Illinois,2020-10-13,30
Indiana,2020-10-13,27
Iowa,2020-10-13,10
Kansas,2020-10-13,12
Kentucky,2020-10-13,14
Louisiana,2020-10-13,10
Maine,2020-10-13,0
Maryland,2020-10-13,9
Massachusetts,2020-10-13,13
Michigan,2020-10-13,30
Minnesota,2020-10-13,7
Mississippi,2020-10-13,14
Missouri,2020-10-13,0
Montana,2020-10-13,5
Nebraska,2020-10-13,5
Nevada,2020-10-13,10
New Hampshire,2020-10-13,0
New Jersey,2020-10-13,7
New Mexico,2020-10-13,3
New York,2020-10-13,8
North Carolina,2020-10-13,43
North Dakota,2020-10-13,12
Ohio,2020-10-13,12
Oklahoma,2020-10-13,15
Oregon,2020-10-13,6
Pennsylvania,2020-10-13,14
Puerto Rico,2020-10-13,3
Rhode Island,2020-10-13,9
South Carolina,2020-10-13,17
South Dakota,2020-10-13,0
Tennessee,2020-10-13,23
Texas,2020-10-13,83
Utah,2020-10-13,0
Virginia,2020-10-13,11
Washington,2020-10-13,21
West Virginia,2020-10-13,2
Wisconsin,2020-10-13,26
Wyoming,2020-10-13,3
US,2020-10-13,797
Alabama,2020-10-14,41
Alaska,2020-10-14,4
Arizona,2020-10-14,5
Arkansas,2020-10-14,23
California,2020-10-14,85
Colorado,2020-10-14,7
Connecticut,2020-10-14,4
Delaware,2020-10-14,1
District of Columbia,2020-10-14,1
Florida,2020-10-14,64
Georgia,2020-10-14,16
Guam,2020-10-14,0
Hawaii,2020-10-14,10
Idaho,2020-10-14,4
Illinois,2020-10-14,47
Indiana,2020-10-14,14
Iowa,2020-10-14,14
Kansas,2020-10-14,39
Kentucky,2020-10-14,7
Louisiana,2020-10-14,16
Maine,2020-10-14,0
Maryland,2020-10-14,10
Massachusetts,2020-10-14,17
Michigan,2020-10-14,13
Minnesota,2020-10-14,29
Mississippi,2020-10-14,25
Missouri,2020-10-14,120
Montana,2020-10-14,8
Nebraska,2020-10-14,3
Nevada,2020-10-14,17
New Hampshire,2020-10-14,2
New Jersey,2020-10-14,9
New Mexico,2020-10-14,3
New York,2020-10-14,10
North Carolina,2020-10-14,40
North Dakota,2020-10-14,8
Ohio,2020-10-14,16
Oklahoma,2020-10-14,13
Oregon,2020-10-14,3
Pennsylvania,2020-10-14,30
Puerto Rico,2020-10-14,4
Rhode Island,2020-10-14,8
South Carolina,2020-10-14,17
South Dakota,2020-10-14,3
Tennessee,2020-10-14,31
Texas,2020-10-14,109
Utah,2020-10-14,5
Virginia,2020-10-14,9
Washington,2020-10-14,10
West Virginia,2020-10-14,3
Wisconsin,2020-10-14,24
Wyoming,2020-10-14,0
US,2020-10-14,1001
Alabama,2020-10-15,50
Alaska,2020-10-15,1
Arizona,2020-10-15,17
Arkansas,2020-10-15,11
California,2020-10-15,103
Colorado,2020-10-15,2
Connecticut,2020-10-15,3
Delaware,2020-10-15,1
District of Columbia,2020-10-15,0
Florida,2020-10-15,141
Georgia,2020-10-15,22
Guam,2020-10-15,1
Hawaii,2020-10-15,1
Idaho,2020-10-15,1
Illinois,2020-10-15,53
Indiana,2020-10-15,28
Iowa,2020-10-15,11
Kansas,2020-10-15,0
Kentucky,2020-10-15,20
Louisiana,2020-10-15,12
Maine,2020-10-15,1
Maryland,2020-10-15,6
Massachusetts,2020-10-15,25
Michigan,2020-10-15,34
Minnesota,2020-10-15,19
Mississippi,2020-10-15,12
Missouri,2020-10-15,0
Montana,2020-10-15,5
Nebraska,2020-10-15,5
Nevada,2020-10-15,7
New Hampshire,2020-10-15,5
