region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
Alabama,2020-03-29,nowcast,1.2,0.7,1.7,1,1.4,0.25
Alabama,2020-03-30,nowcast,1.2,0.6,1.6,1,1.4,0.28
Alabama,2020-03-31,nowcast,1.1,0.7,1.7,0.9,1.3,0.29
Alabama,2020-04-01,nowcast,1.1,0.6,1.6,0.9,1.3,0.31
Alabama,2020-04-02,nowcast,1.1,0.7,1.6,1,1.3,0.28
Alabama,2020-04-03,nowcast,1.1,0.7,1.6,0.9,1.3,0.29
Alabama,2020-04-04,nowcast,1.1,0.7,1.6,1,1.3,0.31
Alabama,2020-04-05,nowcast,1.1,0.7,1.6,0.9,1.3,0.32
Alabama,2020-04-06,nowcast,1.1,0.7,1.5,0.9,1.2,0.32
Alabama,2020-04-07,nowcast,1.1,0.7,1.6,0.9,1.2,0.34
Alabama,2020-04-08,nowcast,1.1,0.7,1.5,0.9,1.2,0.34
Alabama,2020-04-09,nowcast,1.1,0.7,1.5,0.9,1.2,0.35
Alabama,2020-04-10,nowcast,1.1,0.7,1.5,0.9,1.2,0.35
Alabama,2020-04-11,nowcast,1.1,0.7,1.5,0.9,1.2,0.37
Alabama,2020-04-12,nowcast,1.1,0.7,1.5,0.9,1.2,0.37
Alabama,2020-04-13,nowcast,1.1,0.7,1.5,0.9,1.2,0.39
Alabama,2020-04-14,nowcast,1.1,0.7,1.5,0.9,1.2,0.39
Alabama,2020-04-15,nowcast,1.1,0.7,1.5,0.9,1.2,0.36
Alabama,2020-04-16,nowcast,1.1,0.7,1.5,0.9,1.2,0.37
Alabama,2020-04-17,nowcast,1.1,0.7,1.4,0.9,1.2,0.37
Alabama,2020-04-18,nowcast,1.1,0.7,1.5,0.9,1.2,0.37
Alabama,2020-04-19,nowcast,1.1,0.7,1.5,0.9,1.2,0.37
Alabama,2020-04-20,nowcast,1.1,0.7,1.5,0.9,1.2,0.35
Alabama,2020-04-21,nowcast,1.1,0.7,1.4,0.9,1.2,0.35
Alabama,2020-04-22,nowcast,1.1,0.7,1.5,0.9,1.2,0.35
Alabama,2020-04-23,nowcast,1.1,0.7,1.5,1,1.2,0.33
Alabama,2020-04-24,nowcast,1.1,0.7,1.5,0.9,1.2,0.36
Alabama,2020-04-25,nowcast,1.1,0.7,1.4,0.9,1.2,0.36
