region,date,type,median,lower_90,upper_90,lower_50,upper_50
Alabama,2020-05-10,estimate,0.95,0.85,1.02,0.93,0.98
Alabama,2020-05-11,estimate,0.95,0.85,1.02,0.93,0.99
Alabama,2020-05-12,estimate,0.95,0.85,1.02,0.93,0.99
Alabama,2020-05-13,estimate,0.95,0.87,1.04,0.93,0.99
Alabama,2020-05-14,estimate,0.96,0.86,1.04,0.93,0.99
Alabama,2020-05-15,estimate,0.96,0.87,1.05,0.94,0.99
Alabama,2020-05-16,estimate,0.96,0.86,1.05,0.94,1
Alabama,2020-05-17,estimate,0.97,0.87,1.06,0.94,1
Alabama,2020-05-18,estimate,0.97,0.87,1.05,0.94,1
Alabama,2020-05-19,estimate,0.97,0.88,1.07,0.95,1.01
Alabama,2020-05-20,estimate,0.98,0.88,1.07,0.94,1.01
Alabama,2020-05-21,estimate,0.98,0.89,1.09,0.94,1
Alabama,2020-05-22,estimate,0.98,0.88,1.08,0.95,1.01
Alabama,2020-05-23,estimate,0.99,0.89,1.09,0.96,1.02
Alabama,2020-05-24,estimate,0.99,0.89,1.1,0.95,1.01
Alabama,2020-05-25,estimate,0.99,0.89,1.1,0.95,1.02
Alabama,2020-05-26,estimate,1,0.89,1.1,0.96,1.02
Alabama,2020-05-27,estimate,1,0.9,1.1,0.96,1.02
Alabama,2020-05-28,estimate,1,0.91,1.12,0.97,1.03
Alabama,2020-05-29,estimate,1,0.9,1.11,0.97,1.03
Alabama,2020-05-30,estimate,1.01,0.9,1.1,0.98,1.04
Alabama,2020-05-31,estimate,1.01,0.9,1.1,0.97,1.04
Alabama,2020-06-01,estimate,1.01,0.92,1.12,0.98,1.04
Alabama,2020-06-02,estimate,1.02,0.92,1.12,0.99,1.05
Alabama,2020-06-03,estimate,1.02,0.93,1.13,0.99,1.05
Alabama,2020-06-04,estimate,1.02,0.92,1.13,0.99,1.05
Alabama,2020-06-05,estimate,1.02,0.92,1.13,0.99,1.05
Alabama,2020-06-06,estimate,1.03,0.93,1.14,0.99,1.06
Alabama,2020-06-07,estimate,1.03,0.93,1.13,1,1.07
Alabama,2020-06-08,estimate,1.03,0.93,1.13,1,1.07
Alabama,2020-06-09,estimate,1.04,0.95,1.16,1,1.07
Alabama,2020-06-10,estimate,1.04,0.93,1.14,1,1.07
Alabama,2020-06-11,estimate,1.04,0.95,1.16,1,1.07
Alabama,2020-06-12,estimate,1.05,0.95,1.16,1.01,1.08
Alabama,2020-06-13,estimate,1.05,0.96,1.16,1.01,1.08
Alabama,2020-06-14,estimate,1.06,0.96,1.18,1.02,1.09
Alabama,2020-06-15,estimate,1.06,0.97,1.19,1.02,1.1
Alabama,2020-06-16,estimate,1.06,0.97,1.19,1.01,1.09
Alabama,2020-06-17,estimate,1.07,0.97,1.2,1.01,1.09
Alabama,2020-06-18,estimate,1.07,0.97,1.2,1.02,1.1
Alabama,2020-06-19,estimate,1.07,0.96,1.19,1.03,1.11
Alabama,2020-06-20,estimate,1.08,0.97,1.19,1.03,1.12
Alabama,2020-06-21,estimate,1.08,0.98,1.21,1.03,1.12
Alabama,2020-06-22,estimate,1.08,0.97,1.2,1.03,1.12
Alabama,2020-06-23,estimate,1.08,0.97,1.21,1.03,1.12
Alabama,2020-06-24,estimate,1.09,0.98,1.22,1.03,1.12
Alabama,2020-06-25,estimate,1.09,0.97,1.22,1.04,1.13
Alabama,2020-06-26,estimate,1.09,0.98,1.22,1.04,1.13
