region,date,confirm
Alabama,2020-09-06,1
Alaska,2020-09-06,0
Arizona,2020-09-06,14
Arkansas,2020-09-06,12
California,2020-09-06,22
Colorado,2020-09-06,1
Connecticut,2020-09-06,0
Delaware,2020-09-06,1
District of Columbia,2020-09-06,0
Florida,2020-09-06,38
Georgia,2020-09-06,60
Guam,2020-09-06,0
Hawaii,2020-09-06,1
Idaho,2020-09-06,1
Illinois,2020-09-06,5
Indiana,2020-09-06,2
Iowa,2020-09-06,3
Kansas,2020-09-06,1
Kentucky,2020-09-06,3
Louisiana,2020-09-06,58
Maryland,2020-09-06,3
Massachusetts,2020-09-06,9
Michigan,2020-09-06,0
Minnesota,2020-09-06,6
Mississippi,2020-09-06,15
Missouri,2020-09-06,17
Montana,2020-09-06,1
Nebraska,2020-09-06,0
Nevada,2020-09-06,1
New Hampshire,2020-09-06,1
New Jersey,2020-09-06,4
New Mexico,2020-09-06,3
New York,2020-09-06,0
North Carolina,2020-09-06,1
North Dakota,2020-09-06,1
Ohio,2020-09-06,3
Oklahoma,2020-09-06,3
Oregon,2020-09-06,1
Pennsylvania,2020-09-06,0
Puerto Rico,2020-09-06,13
Rhode Island,2020-09-06,0
South Carolina,2020-09-06,10
South Dakota,2020-09-06,0
Tennessee,2020-09-06,3
Texas,2020-09-06,78
Utah,2020-09-06,2
Virginia,2020-09-06,1
Washington,2020-09-06,0
West Virginia,2020-09-06,3
Wisconsin,2020-09-06,0
US,2020-09-06,403
Alabama,2020-09-07,0
Alaska,2020-09-07,0
Arizona,2020-09-07,0
Arkansas,2020-09-07,14
California,2020-09-07,27
Colorado,2020-09-07,1
Connecticut,2020-09-07,0
Delaware,2020-09-07,0
District of Columbia,2020-09-07,0
Florida,2020-09-07,22
Georgia,2020-09-07,7
Guam,2020-09-07,0
Hawaii,2020-09-07,1
Idaho,2020-09-07,0
Illinois,2020-09-07,8
Indiana,2020-09-07,4
Iowa,2020-09-07,3
Kansas,2020-09-07,2
Kentucky,2020-09-07,0
Louisiana,2020-09-07,12
Maryland,2020-09-07,5
Massachusetts,2020-09-07,8
Michigan,2020-09-07,4
Minnesota,2020-09-07,3
Mississippi,2020-09-07,1
Missouri,2020-09-07,2
Montana,2020-09-07,1
Nebraska,2020-09-07,0
Nevada,2020-09-07,4
New Hampshire,2020-09-07,0
New Jersey,2020-09-07,2
New Mexico,2020-09-07,4
New York,2020-09-07,15
North Carolina,2020-09-07,7
North Dakota,2020-09-07,0
Ohio,2020-09-07,17
Oklahoma,2020-09-07,0
Oregon,2020-09-07,1
Pennsylvania,2020-09-07,21
Puerto Rico,2020-09-07,0
Rhode Island,2020-09-07,0
South Carolina,2020-09-07,20
South Dakota,2020-09-07,0
Tennessee,2020-09-07,4
Texas,2020-09-07,43
Utah,2020-09-07,1
Virginia,2020-09-07,6
Washington,2020-09-07,0
West Virginia,2020-09-07,0
