date,confirm,region
2020-07-20,4,Alabama
2020-07-21,12,Alabama
2020-07-22,61,Alabama
2020-07-23,33,Alabama
2020-07-24,41,Alabama
2020-07-25,18,Alabama
2020-07-26,17,Alabama
2020-07-27,18,Alabama
2020-07-28,0,Alabama
2020-07-29,47,Alabama
2020-07-30,27,Alabama
2020-07-31,15,Alabama
2020-08-01,23,Alabama
2020-08-02,24,Alabama
2020-08-03,6,Alabama
2020-08-04,33,Alabama
2020-08-05,29,Alabama
2020-08-06,19,Alabama
2020-08-07,21,Alabama
2020-08-08,20,Alabama
2020-08-09,13,Alabama
2020-08-10,29,Alabama
2020-08-11,50,Alabama
2020-08-12,35,Alabama
2020-08-13,8,Alabama
2020-08-14,3,Alabama
2020-08-15,3,Alabama
2020-08-16,2,Alabama
2020-08-17,27,Alabama
2020-08-18,11,Alabama
2020-08-19,8,Alabama
2020-08-20,30,Alabama
2020-08-21,22,Alabama
2020-08-22,15,Alabama
2020-08-23,2,Alabama
2020-08-24,11,Alabama
2020-08-25,13,Alabama
2020-08-26,8,Alabama
2020-08-27,31,Alabama
2020-08-28,31,Alabama
2020-08-29,45,Alabama
2020-08-30,10,Alabama
2020-08-31,20,Alabama
2020-09-01,18,Alabama
2020-09-02,17,Alabama
2020-09-03,16,Alabama
2020-09-04,33,Alabama
2020-09-05,9,Alabama
2020-09-06,1,Alabama
2020-09-07,0,Alabama
2020-09-08,1,Alabama
2020-09-09,8,Alabama
2020-09-10,16,Alabama
2020-09-11,32,Alabama
2020-09-12,17,Alabama
2020-09-13,1,Alabama
2020-09-14,4,Alabama
2020-09-15,32,Alabama
2020-09-16,5,Alabama
2020-09-17,9,Alabama
2020-09-18,27,Alabama
2020-09-19,9,Alabama
2020-09-20,0,Alabama
2020-09-21,2,Alabama
2020-09-22,18,Alabama
2020-09-23,31,Alabama
2020-09-24,18,Alabama
2020-09-25,0,Alabama
2020-09-26,10,Alabama
2020-09-27,0,Alabama
2020-09-28,0,Alabama
2020-09-29,16,Alabama
2020-09-30,23,Alabama
2020-10-01,8,Alabama
2020-10-02,2,Alabama
2020-10-03,8,Alabama
2020-10-04,0,Alabama
2020-10-05,1,Alabama
2020-10-06,21,Alabama
2020-10-07,21,Alabama
2020-10-08,36,Alabama
2020-10-09,16,Alabama
2020-10-10,11,Alabama
2020-10-11,0,Alabama
2020-10-12,1,Alabama
2020-07-20,0,Alaska
2020-07-21,0,Alaska
2020-07-22,1,Alaska
2020-07-23,0,Alaska
2020-07-24,0,Alaska
2020-07-25,1,Alaska
2020-07-26,0,Alaska
2020-07-27,1,Alaska
2020-07-28,1,Alaska
2020-07-29,0,Alaska
2020-07-30,1,Alaska
2020-07-31,0,Alaska
2020-08-01,1,Alaska
2020-08-02,0,Alaska
2020-08-03,1,Alaska
2020-08-04,0,Alaska
2020-08-05,0,Alaska
2020-08-06,0,Alaska
2020-08-07,0,Alaska
2020-08-08,1,Alaska
2020-08-09,0,Alaska
2020-08-10,0,Alaska
2020-08-11,0,Alaska
2020-08-12,1,Alaska
2020-08-13,0,Alaska
2020-08-14,0,Alaska
2020-08-15,1,Alaska
2020-08-16,0,Alaska
2020-08-17,0,Alaska
2020-08-18,1,Alaska
2020-08-19,0,Alaska
2020-08-20,0,Alaska
2020-08-21,1,Alaska
2020-08-22,1,Alaska
2020-08-23,1,Alaska
2020-08-24,0,Alaska
2020-08-25,4,Alaska
2020-08-26,1,Alaska
2020-08-27,0,Alaska
2020-08-28,0,Alaska
2020-08-29,0,Alaska
2020-08-30,0,Alaska
2020-08-31,0,Alaska
2020-09-01,2,Alaska
2020-09-02,0,Alaska
2020-09-03,1,Alaska
2020-09-04,0,Alaska
2020-09-05,2,Alaska
2020-09-06,0,Alaska
2020-09-07,0,Alaska
2020-09-08,0,Alaska
2020-09-09,0,Alaska
2020-09-10,0,Alaska
2020-09-11,1,Alaska
2020-09-12,1,Alaska
2020-09-13,0,Alaska
2020-09-14,0,Alaska
2020-09-15,0,Alaska
2020-09-16,0,Alaska
2020-09-17,0,Alaska
2020-09-18,1,Alaska
2020-09-19,0,Alaska
2020-09-20,0,Alaska
2020-09-21,0,Alaska
