region,date,confirm
Alabama,2020-09-20,0
Alaska,2020-09-20,0
Arizona,2020-09-20,10
Arkansas,2020-09-20,0
California,2020-09-20,0
Colorado,2020-09-20,1
Connecticut,2020-09-20,0
Delaware,2020-09-20,0
District of Columbia,2020-09-20,1
Florida,2020-09-20,9
Georgia,2020-09-20,3
Guam,2020-09-20,0
Hawaii,2020-09-20,0
Idaho,2020-09-20,2
Illinois,2020-09-20,14
Indiana,2020-09-20,3
Iowa,2020-09-20,0
Kansas,2020-09-20,1
Kentucky,2020-09-20,3
Louisiana,2020-09-20,26
Maine,2020-09-20,0
Maryland,2020-09-20,3
Massachusetts,2020-09-20,15
Michigan,2020-09-20,0
Minnesota,2020-09-20,2
Mississippi,2020-09-20,1
Missouri,2020-09-20,1
Montana,2020-09-20,1
Nebraska,2020-09-20,0
Nevada,2020-09-20,3
New Hampshire,2020-09-20,0
New Jersey,2020-09-20,3
New Mexico,2020-09-20,2
New York,2020-09-20,6
North Carolina,2020-09-20,8
North Dakota,2020-09-20,0
Ohio,2020-09-20,3
Oklahoma,2020-09-20,3
Oregon,2020-09-20,1
Pennsylvania,2020-09-20,20
Puerto Rico,2020-09-20,3
Rhode Island,2020-09-20,0
South Carolina,2020-09-20,11
South Dakota,2020-09-20,2
Tennessee,2020-09-20,2
Texas,2020-09-20,37
Utah,2020-09-20,0
Virginia,2020-09-20,25
Washington,2020-09-20,0
West Virginia,2020-09-20,3
Wisconsin,2020-09-20,11
US,2020-09-20,239
Alabama,2020-09-21,2
Alaska,2020-09-21,0
Arizona,2020-09-21,1
Arkansas,2020-09-21,16
California,2020-09-21,40
Colorado,2020-09-21,4
Connecticut,2020-09-21,3
Delaware,2020-09-21,6
District of Columbia,2020-09-21,1
Florida,2020-09-21,21
Georgia,2020-09-21,2
Guam,2020-09-21,4
Hawaii,2020-09-21,0
Idaho,2020-09-21,4
Illinois,2020-09-21,7
Indiana,2020-09-21,6
Iowa,2020-09-21,19
Kansas,2020-09-21,6
Kentucky,2020-09-21,1
Louisiana,2020-09-21,9
Maine,2020-09-21,1
Maryland,2020-09-21,4
Massachusetts,2020-09-21,7
Michigan,2020-09-21,12
Minnesota,2020-09-21,4
Mississippi,2020-09-21,0
Missouri,2020-09-21,12
Montana,2020-09-21,3
Nebraska,2020-09-21,10
Nevada,2020-09-21,0
New Hampshire,2020-09-21,0
New Jersey,2020-09-21,2
New Mexico,2020-09-21,2
New York,2020-09-21,72
North Carolina,2020-09-21,4
North Dakota,2020-09-21,1
Ohio,2020-09-21,8
Oklahoma,2020-09-21,2
Oregon,2020-09-21,3
Pennsylvania,2020-09-21,25
Puerto Rico,2020-09-21,1
Rhode Island,2020-09-21,9
South Carolina,2020-09-21,13
South Dakota,2020-09-21,0
Tennessee,2020-09-21,15
Texas,2020-09-21,39
