forecast_date,region,sample,id,predictions,horizon,model,week,true_values
2020-06-15,Maine,2,2020-06-13,0,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,2,2020-06-14,2,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,2,2020-06-15,4,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,2,2020-06-16,26,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,2,2020-06-17,10,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,2,2020-06-18,12,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,2,2020-06-19,15,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,3,2020-06-12,1,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,3,2020-06-13,4,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,3,2020-06-14,2,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,3,2020-06-15,2,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,3,2020-06-16,14,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,3,2020-06-17,14,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,3,2020-06-18,21,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,3,2020-06-19,9,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,4,2020-06-12,2,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,4,2020-06-13,2,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,4,2020-06-14,2,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,4,2020-06-15,0,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,4,2020-06-16,9,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,4,2020-06-17,17,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,4,2020-06-18,11,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,4,2020-06-19,18,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,5,2020-06-12,16,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,5,2020-06-13,19,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,5,2020-06-14,7,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,5,2020-06-15,0,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,5,2020-06-16,15,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,5,2020-06-17,15,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,5,2020-06-18,15,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,5,2020-06-19,13,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,6,2020-06-12,0,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,6,2020-06-13,5,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,6,2020-06-14,7,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,6,2020-06-15,5,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,6,2020-06-16,33,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,6,2020-06-17,13,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,6,2020-06-18,39,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,6,2020-06-19,16,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,7,2020-06-12,7,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,7,2020-06-13,7,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,7,2020-06-14,13,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,7,2020-06-15,5,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,7,2020-06-16,22,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,7,2020-06-17,4,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,7,2020-06-18,22,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,7,2020-06-19,26,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,8,2020-06-12,6,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,8,2020-06-13,5,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,8,2020-06-14,3,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,8,2020-06-15,6,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,8,2020-06-16,9,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,8,2020-06-17,23,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,8,2020-06-18,25,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,8,2020-06-19,25,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,9,2020-06-12,0,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,9,2020-06-13,5,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,9,2020-06-14,4,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,9,2020-06-15,4,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,9,2020-06-16,18,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,9,2020-06-17,23,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,9,2020-06-18,16,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,9,2020-06-19,19,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,10,2020-06-12,35,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,10,2020-06-13,34,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,10,2020-06-14,58,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,10,2020-06-15,1,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,10,2020-06-16,15,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,10,2020-06-17,16,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,10,2020-06-18,28,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,10,2020-06-19,18,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,11,2020-06-12,1,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,11,2020-06-13,2,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,11,2020-06-14,11,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,11,2020-06-15,8,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,11,2020-06-16,8,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,11,2020-06-17,23,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,11,2020-06-18,7,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,11,2020-06-19,21,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,12,2020-06-12,2,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,12,2020-06-13,1,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,12,2020-06-14,0,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,12,2020-06-15,8,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,12,2020-06-16,10,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,12,2020-06-17,7,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,12,2020-06-18,23,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,12,2020-06-19,17,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,13,2020-06-12,1,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,13,2020-06-13,1,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,13,2020-06-14,10,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,13,2020-06-15,5,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,13,2020-06-16,10,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,13,2020-06-17,21,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,13,2020-06-18,16,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,13,2020-06-19,6,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,14,2020-06-12,8,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,14,2020-06-13,8,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,14,2020-06-14,0,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,14,2020-06-15,0,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,14,2020-06-16,13,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,14,2020-06-17,7,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,14,2020-06-18,5,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,14,2020-06-19,5,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,15,2020-06-12,5,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,15,2020-06-13,7,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,15,2020-06-14,1,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,15,2020-06-15,21,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,15,2020-06-16,15,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,15,2020-06-17,23,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,15,2020-06-18,14,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,15,2020-06-19,20,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,16,2020-06-12,58,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,16,2020-06-13,30,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,16,2020-06-14,83,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,16,2020-06-15,12,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,16,2020-06-16,9,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,16,2020-06-17,19,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,16,2020-06-18,27,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,16,2020-06-19,21,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,17,2020-06-12,1,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,17,2020-06-13,0,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,17,2020-06-14,11,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,17,2020-06-15,0,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,17,2020-06-16,13,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,17,2020-06-17,21,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,17,2020-06-18,22,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,17,2020-06-19,22,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,18,2020-06-12,1,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,18,2020-06-13,1,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,18,2020-06-14,1,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,18,2020-06-15,11,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,18,2020-06-16,14,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,18,2020-06-17,11,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,18,2020-06-18,23,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,18,2020-06-19,15,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,19,2020-06-12,22,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,19,2020-06-13,28,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,19,2020-06-14,10,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,19,2020-06-15,2,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,19,2020-06-16,19,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,19,2020-06-17,23,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,19,2020-06-18,14,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,19,2020-06-19,17,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,20,2020-06-12,16,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,20,2020-06-13,39,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,20,2020-06-14,28,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,20,2020-06-15,21,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,20,2020-06-16,61,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,20,2020-06-17,64,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,20,2020-06-18,57,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,20,2020-06-19,78,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,21,2020-06-12,4,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,21,2020-06-13,12,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,21,2020-06-14,0,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,21,2020-06-15,1,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,21,2020-06-16,15,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,21,2020-06-17,15,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,21,2020-06-18,18,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,21,2020-06-19,32,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,22,2020-06-12,28,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,22,2020-06-13,24,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,22,2020-06-14,17,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,22,2020-06-15,11,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,22,2020-06-16,19,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,22,2020-06-17,14,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,22,2020-06-18,15,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,22,2020-06-19,14,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,23,2020-06-12,17,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,23,2020-06-13,20,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,23,2020-06-14,0,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,23,2020-06-15,2,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,23,2020-06-16,10,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,23,2020-06-17,8,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,23,2020-06-18,9,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,23,2020-06-19,13,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,24,2020-06-12,12,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,24,2020-06-13,6,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,24,2020-06-14,12,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,24,2020-06-15,2,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,24,2020-06-16,9,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,24,2020-06-17,2,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,24,2020-06-18,9,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,24,2020-06-19,18,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,25,2020-06-12,2,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,25,2020-06-13,4,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,25,2020-06-14,2,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,25,2020-06-15,1,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,25,2020-06-16,13,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,25,2020-06-17,5,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,25,2020-06-18,1,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,25,2020-06-19,0,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,26,2020-06-12,17,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,26,2020-06-13,14,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,26,2020-06-14,1,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,26,2020-06-15,7,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,26,2020-06-16,10,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,26,2020-06-17,12,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,26,2020-06-18,18,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,26,2020-06-19,22,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,27,2020-06-12,14,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,27,2020-06-13,12,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,27,2020-06-14,14,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,27,2020-06-15,13,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,27,2020-06-16,13,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,27,2020-06-17,18,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,27,2020-06-18,7,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,27,2020-06-19,16,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,28,2020-06-12,4,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,28,2020-06-13,2,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,28,2020-06-14,3,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,28,2020-06-15,9,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,28,2020-06-16,31,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,28,2020-06-17,26,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,28,2020-06-18,22,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,28,2020-06-19,13,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,29,2020-06-12,9,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,29,2020-06-13,9,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,29,2020-06-14,7,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,29,2020-06-15,18,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,29,2020-06-16,20,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,29,2020-06-17,15,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,29,2020-06-18,20,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,29,2020-06-19,19,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,30,2020-06-12,4,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,30,2020-06-13,12,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,30,2020-06-14,0,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,30,2020-06-15,5,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,30,2020-06-16,29,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,30,2020-06-17,16,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,30,2020-06-18,31,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,30,2020-06-19,50,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,31,2020-06-12,3,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,31,2020-06-13,5,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,31,2020-06-14,5,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,31,2020-06-15,2,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,31,2020-06-16,15,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,31,2020-06-17,21,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,31,2020-06-18,19,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,31,2020-06-19,16,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,32,2020-06-12,25,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,32,2020-06-13,7,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,32,2020-06-14,16,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,32,2020-06-15,4,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,32,2020-06-16,31,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,32,2020-06-17,24,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,32,2020-06-18,23,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,32,2020-06-19,33,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,33,2020-06-12,34,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,33,2020-06-13,19,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,33,2020-06-14,50,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,33,2020-06-15,10,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,33,2020-06-16,11,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,33,2020-06-17,18,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,33,2020-06-18,12,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,33,2020-06-19,17,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,34,2020-06-12,0,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,34,2020-06-13,0,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,34,2020-06-14,4,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,34,2020-06-15,6,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,34,2020-06-16,18,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,34,2020-06-17,17,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,34,2020-06-18,16,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,34,2020-06-19,18,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,35,2020-06-12,11,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,35,2020-06-13,0,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,35,2020-06-14,0,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,35,2020-06-15,2,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,35,2020-06-16,19,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,35,2020-06-17,17,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,35,2020-06-18,11,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,35,2020-06-19,11,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,36,2020-06-12,6,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,36,2020-06-13,11,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,36,2020-06-14,6,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,36,2020-06-15,1,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,36,2020-06-16,15,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,36,2020-06-17,15,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,36,2020-06-18,17,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,36,2020-06-19,10,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,37,2020-06-12,29,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,37,2020-06-13,28,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,37,2020-06-14,23,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,37,2020-06-15,2,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,37,2020-06-16,13,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,37,2020-06-17,14,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,37,2020-06-18,13,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,37,2020-06-19,23,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,38,2020-06-12,3,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,38,2020-06-13,0,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,38,2020-06-14,0,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,38,2020-06-15,3,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,38,2020-06-16,16,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,38,2020-06-17,12,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,38,2020-06-18,16,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,38,2020-06-19,6,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,39,2020-06-12,7,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,39,2020-06-13,0,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,39,2020-06-14,5,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,39,2020-06-15,2,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,39,2020-06-16,15,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,39,2020-06-17,10,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,39,2020-06-18,12,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,39,2020-06-19,11,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,40,2020-06-12,62,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,40,2020-06-13,58,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,40,2020-06-14,54,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,40,2020-06-15,4,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,40,2020-06-16,12,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,40,2020-06-17,9,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,40,2020-06-18,10,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,40,2020-06-19,15,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,41,2020-06-12,2,1,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,41,2020-06-13,3,2,EpiSoon_rt,2020-06-07,0
2020-06-15,Maine,41,2020-06-14,0,3,EpiSoon_rt,2020-06-14,0
2020-06-15,Idaho,41,2020-06-15,1,1,EpiSoon_rt,2020-06-14,0
2020-06-15,Alabama,41,2020-06-16,16,1,EpiSoon_rt,2020-06-14,11
2020-06-15,Alabama,41,2020-06-17,17,2,EpiSoon_rt,2020-06-14,5
2020-06-15,Alabama,41,2020-06-18,16,3,EpiSoon_rt,2020-06-14,20
2020-06-15,Alabama,41,2020-06-19,24,4,EpiSoon_rt,2020-06-14,12
2020-06-15,Maine,42,2020-06-12,8,1,EpiSoon_rt,2020-06-07,0
