region,date,confirm
Alabama,2020-07-12,7
Alaska,2020-07-12,0
Arizona,2020-07-12,86
Arkansas,2020-07-12,2
California,2020-07-12,24
Colorado,2020-07-12,0
Connecticut,2020-07-12,0
Delaware,2020-07-12,0
District of Columbia,2020-07-12,0
Florida,2020-07-12,45
Georgia,2020-07-12,7
Hawaii,2020-07-12,0
Idaho,2020-07-12,0
Illinois,2020-07-12,19
Indiana,2020-07-12,4
Iowa,2020-07-12,4
Kansas,2020-07-12,2
Kentucky,2020-07-12,3
Louisiana,2020-07-12,13
Maine,2020-07-12,2
Maryland,2020-07-12,9
Massachusetts,2020-07-12,15
Michigan,2020-07-12,1
Minnesota,2020-07-12,3
Mississippi,2020-07-12,19
Missouri,2020-07-12,1
Montana,2020-07-12,0
Nebraska,2020-07-12,0
Nevada,2020-07-12,1
New Hampshire,2020-07-12,0
New Jersey,2020-07-12,0
New Mexico,2020-07-12,2
New York,2020-07-12,15
North Carolina,2020-07-12,9
North Dakota,2020-07-12,0
Ohio,2020-07-12,22
Oklahoma,2020-07-12,1
Oregon,2020-07-12,2
Pennsylvania,2020-07-12,7
Puerto Rico,2020-07-12,0
Rhode Island,2020-07-12,0
South Carolina,2020-07-12,10
South Dakota,2020-07-12,0
Tennessee,2020-07-12,3
Texas,2020-07-12,101
Utah,2020-07-12,3
Virginia,2020-07-12,4
Washington,2020-07-12,14
West Virginia,2020-07-12,0
Wisconsin,2020-07-12,0
US,2020-07-12,460
Alabama,2020-07-13,3
Alaska,2020-07-13,0
Arizona,2020-07-13,9
Arkansas,2020-07-13,2
California,2020-07-13,38
Colorado,2020-07-13,2
Connecticut,2020-07-13,23
Delaware,2020-07-13,0
District of Columbia,2020-07-13,0
Florida,2020-07-13,35
Georgia,2020-07-13,23
Hawaii,2020-07-13,3
Idaho,2020-07-13,0
Illinois,2020-07-13,6
Indiana,2020-07-13,2
Iowa,2020-07-13,3
Kansas,2020-07-13,1
Kentucky,2020-07-13,4
Louisiana,2020-07-13,7
Maine,2020-07-13,0
Maryland,2020-07-13,6
Massachusetts,2020-07-13,5
Michigan,2020-07-13,7
Minnesota,2020-07-13,2
Mississippi,2020-07-13,1
Missouri,2020-07-13,13
Montana,2020-07-13,3
Nebraska,2020-07-13,3
Nevada,2020-07-13,0
New Hampshire,2020-07-13,0
New Jersey,2020-07-13,35
New Mexico,2020-07-13,3
New York,2020-07-13,23
North Carolina,2020-07-13,7
North Dakota,2020-07-13,0
Ohio,2020-07-13,6
Oklahoma,2020-07-13,2
Oregon,2020-07-13,3
Pennsylvania,2020-07-13,7
Puerto Rico,2020-07-13,0
Rhode Island,2020-07-13,8
South Carolina,2020-07-13,11
South Dakota,2020-07-13,0
Tennessee,2020-07-13,8
Texas,2020-07-13,88
Utah,2020-07-13,1
Virginia,2020-07-13,2
Washington,2020-07-13,0
West Virginia,2020-07-13,1
Wisconsin,2020-07-13,0
US,2020-07-13,406
Alabama,2020-07-14,40
Alaska,2020-07-14,0
Arizona,2020-07-14,91
Arkansas,2020-07-14,8
California,2020-07-14,161
Colorado,2020-07-14,11
Connecticut,2020-07-14,1
Delaware,2020-07-14,1
District of Columbia,2020-07-14,0
Florida,2020-07-14,132
Georgia,2020-07-14,28
Hawaii,2020-07-14,0
Idaho,2020-07-14,1
Illinois,2020-07-14,25
Indiana,2020-07-14,13
Iowa,2020-07-14,2
Kansas,2020-07-14,1
Kentucky,2020-07-14,6
Louisiana,2020-07-14,22
Maine,2020-07-14,0
Maryland,2020-07-14,9
Massachusetts,2020-07-14,10
Michigan,2020-07-14,5
Minnesota,2020-07-14,6
Mississippi,2020-07-14,22
Missouri,2020-07-14,9
Montana,2020-07-14,2
Nebraska,2020-07-14,0
Nevada,2020-07-14,19
New Hampshire,2020-07-14,1
New Jersey,2020-07-14,22
New Mexico,2020-07-14,3
New York,2020-07-14,11
North Carolina,2020-07-14,42
North Dakota,2020-07-14,1
Ohio,2020-07-14,5
Oklahoma,2020-07-14,4
Oregon,2020-07-14,7
Pennsylvania,2020-07-14,20
Puerto Rico,2020-07-14,2
Rhode Island,2020-07-14,1
South Carolina,2020-07-14,21
South Dakota,2020-07-14,0
Tennessee,2020-07-14,18
Texas,2020-07-14,114
Utah,2020-07-14,10
Virginia,2020-07-14,9
Washington,2020-07-14,5
West Virginia,2020-07-14,0
Wisconsin,2020-07-14,6
US,2020-07-14,928
Alabama,2020-07-15,47
Alaska,2020-07-15,0
Arizona,2020-07-15,97
Arkansas,2020-07-15,4
California,2020-07-15,125
Colorado,2020-07-15,6
Connecticut,2020-07-15,8
Delaware,2020-07-15,3
District of Columbia,2020-07-15,3
Florida,2020-07-15,112
Georgia,2020-07-15,37
Hawaii,2020-07-15,0
Idaho,2020-07-15,7
Illinois,2020-07-15,8
Indiana,2020-07-15,10
Iowa,2020-07-15,20
Kansas,2020-07-15,5
Kentucky,2020-07-15,10
Louisiana,2020-07-15,16
Maine,2020-07-15,0
