forecast_date,submission_date,target,target_end_date,location,type,quantile,value,model
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,23,quantile,0.45,38,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,23,quantile,0.5,40.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,23,quantile,0.55,43.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,23,quantile,0.6,46.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,23,quantile,0.65,50.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,23,quantile,0.7,54,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,23,quantile,0.75,57.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,23,quantile,0.8,62.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,23,quantile,0.85,68,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,23,quantile,0.9,75,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,23,quantile,0.95,85,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,23,quantile,0.975,91.5375,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,23,quantile,0.99,106.525,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,point,,53.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.01,14.495,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.025,17,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.05,19.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.1,24,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.15,28,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.2,32,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.25,35.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.3,39,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.35,43,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.4,46.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.45,50,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.5,53.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.55,58,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.6,63,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.65,68,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.7,74,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.75,80,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.8,89.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.85,99.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.9,113.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.95,130.05,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.975,150.525,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,23,quantile,0.99,183.065,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,point,,71.75,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.01,12.995,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.025,15.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.05,19.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.1,25.95,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.15,30,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.2,35,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.25,40.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.3,45.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.35,51.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.4,58,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.45,64.775,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.5,71.75,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.55,79,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.6,87,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.65,95.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.7,105.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.75,118.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.8,134,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.85,151.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.9,178.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.95,233.575,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.975,286.1625,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,23,quantile,0.99,437.12,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,point,,297,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.01,236.495,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.025,242.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.05,248,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.1,256.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.15,263,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.2,268.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.25,273.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.3,279,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.35,283.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.4,288,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.45,292.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.5,297,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.55,301.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.6,306.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.65,311,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.7,316,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.75,321.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.8,327,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.85,333.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.9,341.05,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.95,352.525,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.975,365.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,24,quantile,0.99,377.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,point,,341,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.01,247,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.025,254.4875,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.05,263,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.1,276,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.15,286,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.2,293.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.25,302.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.3,311,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.35,318,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.4,325,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.45,332,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.5,341,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.55,346.725,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.6,354.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.65,362.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.7,371,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.75,379.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.8,387.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.85,395.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.9,405,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.95,422,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.975,435.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,24,quantile,0.99,449.005,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,point,,383.25,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.01,228.99,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.025,242.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.05,255.975,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.1,275.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.15,291.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.2,302.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.25,317.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.3,331.35,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.35,343.825,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.4,356,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.45,371,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.5,383.25,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.55,395,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.6,406.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.65,417.675,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.7,432.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.75,445,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.8,460.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.85,476.575,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.9,496,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.95,523.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.975,538.0125,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,24,quantile,0.99,560.53,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,point,,418.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.01,198.49,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.025,214,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.05,229.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.1,256.45,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.15,276.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.2,297.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.25,317.375,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.3,336.35,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.35,356,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.4,377,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.45,397.775,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.5,418.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.55,437.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.6,455,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.65,474,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.7,497.15,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.75,520.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.8,547.6,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.85,578.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.9,620.55,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.95,665.125,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.975,718.55,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,24,quantile,0.99,757.015,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,point,,391,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.01,286.97,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.025,294,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.05,306.475,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.1,324.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.15,335,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.2,344,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.25,352.875,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.3,360,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.35,368,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.4,375.3,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.45,383,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.5,391,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.55,399.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.6,408,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.65,415.675,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.7,426,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.75,438,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.8,449,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.85,463,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.9,482.55,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.95,513.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.975,532.5375,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,25,quantile,0.99,552.01,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,point,,501,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.01,326.995,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.025,353.8625,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.05,375,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.1,396.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.15,411.425,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.2,426.4,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.25,441.375,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.3,454.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.35,466,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.4,475.3,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.45,487.775,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.5,501,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.55,513,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.6,528,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.65,541.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.7,558.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.75,574.125,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.8,592.1,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.85,616.075,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.9,643.200000000001,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.95,687.025,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.975,722.1,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,25,quantile,0.99,753.58,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,point,,619,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.01,388.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.025,414.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.05,441.45,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.1,471.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.15,497.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.2,517.4,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.25,534,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.3,549.35,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.35,566.825,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.4,584.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.45,601.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.5,619,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.55,639,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.6,655.7,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.65,676.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.7,698.65,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.75,720,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.8,745,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.85,779.5,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.9,814.05,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.95,881.525,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.975,930.6,mean
2020-12-14,2020-12-14,3 wk ahead inc death,2021-01-02,25,quantile,0.99,989.01,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,point,,712.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.01,434.965,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.025,452.975,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.05,483.975,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.1,519.35,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.15,549.425,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.2,575.7,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.25,598.875,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.3,619.35,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.35,641.325,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.4,661,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.45,687.775,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.5,712.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.55,736.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.6,762.7,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.65,793.85,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.7,824,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.75,859.5,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.8,895.2,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.85,941,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.9,995.75,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.95,1076.1,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.975,1146,mean
2020-12-14,2020-12-14,4 wk ahead inc death,2021-01-09,25,quantile,0.99,1257.53,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,point,,1260.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.01,756.485,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.025,786.3875,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.05,827.475,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.1,902.65,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.15,961.275,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.2,1005.9,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.25,1053.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.3,1097.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.35,1143.15,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.4,1180.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.45,1224.55,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.5,1260.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.55,1304.125,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.6,1354.8,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.65,1404.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.7,1465.5,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.75,1522.125,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.8,1592.6,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.85,1665.65,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.9,1769.3,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.95,1924.575,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.975,2067.525,mean
2020-12-14,2020-12-14,1 wk ahead inc death,2020-12-19,26,quantile,0.99,2304.425,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,26,point,,1437.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,26,quantile,0.01,788.96,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,26,quantile,0.025,832.45,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,26,quantile,0.05,882.45,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,26,quantile,0.1,958.4,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,26,quantile,0.15,1014.425,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,26,quantile,0.2,1080,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,26,quantile,0.25,1136.875,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,26,quantile,0.3,1194.5,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,26,quantile,0.35,1261.825,mean
2020-12-14,2020-12-14,2 wk ahead inc death,2020-12-26,26,quantile,0.4,1315.5,mean
