region,date,primary,secondary,mean,sd,median,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Alabama,2021-03-20,508,11,,,,,,,,,
Alabama,2021-03-21,373,0,,,,,,,,,
Alabama,2021-03-22,319,0,,,,,,,,,
Alabama,2021-03-23,10,14,,,,,,,,,
Alabama,2021-03-24,922,37,,,,,,,,,
Alabama,2021-03-25,427,17,,,,,,,,,
Alabama,2021-03-26,442,19,,,,,,,,,
Alabama,2021-03-27,492,3,,,,,,,,,
Alabama,2021-03-28,319,0,,,,,,,,,
Alabama,2021-03-29,228,0,,,,,,,,,
Alabama,2021-03-30,361,1,,,,,,,,,
Alabama,2021-03-31,408,27,,,,,,,,,
Alabama,2021-04-01,478,0,,,,,,,,,
Alabama,2021-04-02,400,54,,,,,,,,,
Alabama,2021-04-03,349,30,,,,,,,,,
Alabama,2021-04-04,194,0,,,,,,,,,
Alabama,2021-04-05,109,1,,,,,,,,,
Alabama,2021-04-06,196,14,,,,,,,,,
Alabama,2021-04-07,338,0,,,,,,,,,
Alabama,2021-04-08,464,23,,,,,,,,,
Alabama,2021-04-09,318,11,,,,,,,,,
Alabama,2021-04-10,354,26,,,,,,,,,
Alabama,2021-04-11,311,0,,,,,,,,,
Alabama,2021-04-12,172,0,,,,,,,,,
Alabama,2021-04-13,1432,10,,,,,,,,,
Alabama,2021-04-14,277,6,,,,,,,,,
Alabama,2021-04-15,421,8,,,,,,,,,
Alabama,2021-04-16,422,3,,,,,,,,,
Alabama,2021-04-17,508,51,,,,,,,,,
Alabama,2021-04-18,270,0,,,,,,,,,
Alabama,2021-04-19,111,0,,,,,,,,,
Alabama,2021-04-20,1443,8,,,,,,,,,
Alabama,2021-04-21,412,9,,,,,,,,,
Alabama,2021-04-22,682,17,,,,,,,,,
Alabama,2021-04-23,428,16,,,,,,,,,
Alabama,2021-04-24,421,11,,,,,,,,,
Alabama,2021-04-25,233,0,,,,,,,,,
Alabama,2021-04-26,217,1,,,,,,,,,
Alabama,2021-04-27,359,2,,,,,,,,,
Alabama,2021-04-28,376,25,,,,,,,,,
Alabama,2021-04-29,430,8,,,,,,,,,
Alabama,2021-04-30,409,9,,,,,,,,,
Alabama,2021-05-01,387,17,,,,,,,,,
Alabama,2021-05-02,288,0,,,,,,,,,
Alabama,2021-05-03,187,0,,,,,,,,,
Alabama,2021-05-04,0,0,,,,,,,,,
Alabama,2021-05-05,662,17,,,,,,,,,
Alabama,2021-05-06,565,16,,,,,,,,,
Alabama,2021-05-07,314,20,,,,,,,,,
Alabama,2021-05-08,419,12,,,,,,,,,
Alabama,2021-05-09,244,0,,,,,,,,,
Alabama,2021-05-10,106,0,,,,,,,,,
Alabama,2021-05-11,310,7,,,,,,,,,
Alabama,2021-05-12,347,12,,,,,,,,,
Alabama,2021-05-13,1144,4,,,,,,,,,
Alabama,2021-05-14,4918,23,,,,,,,,,
Alabama,2021-05-15,2016,14,,,,,,,,,
Alabama,2021-05-16,1222,,0.5,1.3,0,0,0,0,0,1,2
Alabama,2021-05-17,2413,,0.9,1.6,0,0,0,0,1,1,3
Alabama,2021-05-18,3693.5,,4.5,7.5,3,0,1,2,4,5,14
Alabama,2021-05-19,5397.5,,20.1,29,15,2,8,12,19,25,51
Alabama,2021-05-20,6627.5,,12.1,20.5,8,1,4,7,10,14,38
Alabama,2021-05-21,8225.5,,26.5,90,16,2,8,13,19,27,66
Alabama,2021-05-22,9007.5,,24.2,66.8,13,2,7,10,17,24,64
Alabama,2021-05-23,7515.5,,0.9,4,0,0,0,0,0,1,4
Alabama,2021-05-24,13178.5,,3.9,45.6,1,0,0,0,1,2,10
Alabama,2021-05-25,19305.5,,20.2,110.4,5,0,2,4,6,11,57
Alabama,2021-05-26,22129,,84.5,301.8,26,4,13,21,35,59.2,291.4
Alabama,2021-05-27,23271.5,,62,182.2,19,2,9,14,25,44,243.2
Alabama,2021-05-28,24153.5,,129.3,354.6,37,4,16,26,50,93.5,498
Alabama,2021-05-29,22604.5,,129.8,321.4,33.5,3,15,24,48,99.2,605.4
Alabama,2021-05-30,13800,,6.6,45.4,1,0,0,0,1,3,22
Alabama,2021-05-31,20524.5,,19.7,83.6,3,0,1,2,4,10,79
Alabama,2021-06-01,21680.5,,92.3,272.2,17,1,6,11,27,63.2,415.1
Alabama,2021-06-02,23317,,372.8,992.3,96.5,11.9,35,63,151.4,313.2,1649.6
Alabama,2021-06-03,19893.5,,266,586.6,63,5,26,45.6,98.4,242.2,1168
Alabama,2021-06-04,17395.5,,558.7,1313.9,138,10,44,86.6,229.2,542,2323.1
Alabama,2021-06-05,13449,,461.7,873.3,128,12,44.8,81,223.8,491.5,2081.1
Alabama,2021-06-06,8251.5,,17.2,52.9,3,0,1,2,6,13,71
Alabama,2021-06-07,11473,,41.6,111,10,0,2,6,16,39,163
Alabama,2021-06-08,10930,,185.6,325.1,59,4,18,36,92,222.5,741.3
Alabama,2021-06-09,11566,,813.6,1169.2,346,23.9,107,222.6,566.8,1060.2,3053.1
Alabama,2021-06-10,8880.5,,550,914.5,246.5,16,69,139,370.4,689.2,2058.5
Alabama,2021-06-11,7886.5,,996.4,1435,465,29,138,280.6,751.6,1291.2,3672.2
Alabama,2021-06-12,5804,,826.3,1141.5,447,23.9,117.8,261.6,646.2,1089,2744.1
Alabama,2021-06-13,2976.5,,29,73.6,8,0,1,4,13,27,123
Alabama,2021-06-14,4274,,63.1,131.3,19,0,6,12,34.4,69,244.5
Alabama,2021-06-15,4334.5,,289.5,504.2,136.5,6,40.8,91,206,345.8,1026.6
Alabama,2021-06-16,4354,,1256.3,2166.7,703,33,194.8,456.8,983.4,1667.2,4153.5
Alaska,2021-03-20,3,0,,,,,,,,,
Alaska,2021-03-21,0,0,,,,,,,,,
Alaska,2021-03-22,352,0,,,,,,,,,
Alaska,2021-03-23,177,2,,,,,,,,,
Alaska,2021-03-24,220,0,,,,,,,,,
Alaska,2021-03-25,149,1,,,,,,,,,
Alaska,2021-03-26,192,0,,,,,,,,,
Alaska,2021-03-27,8,0,,,,,,,,,
Alaska,2021-03-28,1,0,,,,,,,,,
Alaska,2021-03-29,1,0,,,,,,,,,
Alaska,2021-03-30,636,0,,,,,,,,,
Alaska,2021-03-31,0,0,,,,,,,,,
Alaska,2021-04-01,397,0,,,,,,,,,
Alaska,2021-04-02,203,0,,,,,,,,,
Alaska,2021-04-03,0,0,,,,,,,,,
Alaska,2021-04-04,0,0,,,,,,,,,
Alaska,2021-04-05,500,0,,,,,,,,,
Alaska,2021-04-06,80,0,,,,,,,,,
Alaska,2021-04-07,222,0,,,,,,,,,
Alaska,2021-04-08,228,0,,,,,,,,,
Alaska,2021-04-09,251,0,,,,,,,,,
Alaska,2021-04-10,0,0,,,,,,,,,
Alaska,2021-04-11,0,0,,,,,,,,,
Alaska,2021-04-12,398,1,,,,,,,,,
Alaska,2021-04-13,156,0,,,,,,,,,
Alaska,2021-04-14,200,0,,,,,,,,,
Alaska,2021-04-15,194,20,,,,,,,,,
Alaska,2021-04-16,191,0,,,,,,,,,
Alaska,2021-04-17,0,0,,,,,,,,,
Alaska,2021-04-18,0,0,,,,,,,,,
Alaska,2021-04-19,449,0,,,,,,,,,
Alaska,2021-04-20,109,0,,,,,,,,,
Alaska,2021-04-21,201,0,,,,,,,,,
Alaska,2021-04-22,229,0,,,,,,,,,
Alaska,2021-04-23,150,0,,,,,,,,,
Alaska,2021-04-24,0,0,,,,,,,,,
Alaska,2021-04-25,0,0,,,,,,,,,
Alaska,2021-04-26,450,13,,,,,,,,,
Alaska,2021-04-27,138,0,,,,,,,,,
Alaska,2021-04-28,187,0,,,,,,,,,
Alaska,2021-04-29,168,0,,,,,,,,,
Alaska,2021-04-30,146,0,,,,,,,,,
Alaska,2021-05-01,0,0,,,,,,,,,
Alaska,2021-05-02,0,0,,,,,,,,,
Alaska,2021-05-03,278,1,,,,,,,,,
Alaska,2021-05-04,92,0,,,,,,,,,
Alaska,2021-05-05,148,0,,,,,,,,,
Alaska,2021-05-06,96,1,,,,,,,,,
Alaska,2021-05-07,118,0,,,,,,,,,
Alaska,2021-05-08,0,0,,,,,,,,,
Alaska,2021-05-09,0,0,,,,,,,,,
Alaska,2021-05-10,237,0,,,,,,,,,
Alaska,2021-05-11,61,2,,,,,,,,,
Alaska,2021-05-12,89,2,,,,,,,,,
Alaska,2021-05-13,84,0,,,,,,,,,
Alaska,2021-05-14,113,0,,,,,,,,,
Alaska,2021-05-15,0,0,,,,,,,,,
Alaska,2021-05-16,0,,0.4,1.2,0,0,0,0,0,0,2
Alaska,2021-05-17,140,,2.7,3.9,1,0,0,1,2,3,10
Alaska,2021-05-18,57,,0.9,2.1,0,0,0,0,0,1,4
Alaska,2021-05-19,63,,0.7,1.4,0,0,0,0,0,1,3
Alaska,2021-05-20,69.5,,0.5,1.2,0,0,0,0,0,1,3
Alaska,2021-05-21,57,,0.3,0.8,0,0,0,0,0,0,2
Alaska,2021-05-22,0,,0.2,0.5,0,0,0,0,0,0,1
Alaska,2021-05-23,0,,0.2,0.7,0,0,0,0,0,0,1
Alaska,2021-05-24,109,,2.2,3.3,1,0,0,1,2,3,8
Alaska,2021-05-25,48,,0.8,2.5,0,0,0,0,0,1,3
Alaska,2021-05-26,50,,0.6,1.3,0,0,0,0,0,1,3
Alaska,2021-05-27,51,,0.4,1.1,0,0,0,0,0,1,2
Alaska,2021-05-28,45,,0.2,0.7,0,0,0,0,0,0,1
