region,date,primary,secondary,mean,sd,median,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Alabama,2020-11-28,2119,0,,,,,,,,,
Alabama,2020-11-29,2236,5,,,,,,,,,
Alabama,2020-11-30,2295,1,,,,,,,,,
Alabama,2020-12-01,3376,60,,,,,,,,,
Alabama,2020-12-02,3928,73,,,,,,,,,
Alabama,2020-12-03,3531,65,,,,,,,,,
Alabama,2020-12-04,3840,55,,,,,,,,,
Alabama,2020-12-05,3390,46,,,,,,,,,
Alabama,2020-12-06,2288,12,,,,,,,,,
Alabama,2020-12-07,2352,3,,,,,,,,,
Alabama,2020-12-08,4436,50,,,,,,,,,
Alabama,2020-12-09,3522,43,,,,,,,,,
Alabama,2020-12-10,4735,49,,,,,,,,,
Alabama,2020-12-11,3853,52,,,,,,,,,
Alabama,2020-12-12,4066,16,,,,,,,,,
Alabama,2020-12-13,2790,0,,,,,,,,,
Alabama,2020-12-14,2264,0,,,,,,,,,
Alabama,2020-12-15,3638,22,,,,,,,,,
Alabama,2020-12-16,4107,74,,,,,,,,,
Alabama,2020-12-17,4695,56,,,,,,,,,
Alabama,2020-12-18,5348,42,,,,,,,,,
Alabama,2020-12-19,4221,93,,,,,,,,,
Alabama,2020-12-20,2548,0,,,,,,,,,
Alabama,2020-12-21,2380,0,,,,,,,,,
Alabama,2020-12-22,4979,63,,,,,,,,,
Alabama,2020-12-23,4758,135,,,,,,,,,
Alabama,2020-12-24,4232,89,,,,,,,,,
Alabama,2020-12-25,3625,4,,,,,,,,,
Alabama,2020-12-26,1032,5,,,,,,,,,
Alabama,2020-12-27,2170,6,,,,,,,,,
Alabama,2020-12-28,2269,21,,,,,,,,,
Alabama,2020-12-29,3907,25,,,,,,,,,
Alabama,2020-12-30,5016,37,,,,,,,,,
Alabama,2020-12-31,4406,53,,,,,,,,,
Alabama,2021-01-01,4521,45,,,,,,,,,
Alabama,2021-01-02,3711,0,,,,,,,,,
Alabama,2021-01-03,2476,1,,,,,,,,,
Alabama,2021-01-04,2161,5,,,,,,,,,
Alabama,2021-01-05,5498,8,,,,,,,,,
Alabama,2021-01-06,4591,8,,,,,,,,,
Alabama,2021-01-07,5046,86,,,,,,,,,
Alabama,2021-01-08,5057,111,,,,,,,,,
Alabama,2021-01-09,4863,108,,,,,,,,,
Alabama,2021-01-10,2750,35,,,,,,,,,
Alabama,2021-01-11,2100,13,,,,,,,,,
Alabama,2021-01-12,3848,13,,,,,,,,,
Alabama,2021-01-13,3147,187,,,,,,,,,
Alabama,2021-01-14,3588,185,,,,,,,,,
Alabama,2021-01-15,2945,85,,,,,,,,,
Alabama,2021-01-16,3153,89,,,,,,,,,
Alabama,2021-01-17,1917,1,,,,,,,,,
Alabama,2021-01-18,1430,1,,,,,,,,,
Alabama,2021-01-19,2515,5,,,,,,,,,
Alabama,2021-01-20,3112,5,,,,,,,,,
Alabama,2021-01-21,2881,96,,,,,,,,,
Alabama,2021-01-22,3551,107,,,,,,,,,
Alabama,2021-01-23,3355,171,,,,,,,,,
Alabama,2021-01-24,1894.5,,19.8,33.1,9,0,3,6,14,24,65
Alabama,2021-01-25,1762,,18.2,32.4,9,0,3,6,12,21,60
Alabama,2021-01-26,2648.5,,20.6,31,11,0,3,7,16,26,72
Alabama,2021-01-27,2782,,70.2,90.8,39,2,14,28.6,54,86.2,255.1
Alabama,2021-01-28,2678.5,,102.6,133.6,57.5,2,20,39,86,137,333.1
Alabama,2021-01-29,2688.5,,90.2,111.3,55,2,20.8,37.6,72.4,118,309.1
Alabama,2021-01-30,2323.5,,84.4,103.2,55,2,20,38,71,107,273.1
Alabama,2021-01-31,1670.5,,17.9,28.3,9,0,3,6,13,23,65
Alabama,2021-02-01,1536.5,,15.6,23.8,9,0,2,5,12,19,56
Alabama,2021-02-02,2260.5,,21.8,45.7,11,0,3,7,15,26,73.2
Alabama,2021-02-03,2378.5,,68.1,104.3,38,1,12,26,55,86,225
Alabama,2021-02-04,2349,,98.2,124.4,54.5,2,21,38,77,128.2,337.2
Alabama,2021-02-05,2307.5,,82.8,117.3,46,2,18,34,61,100.2,288.2
Alabama,2021-02-06,1936.5,,72.6,96.3,42.5,1,15,30,56,98.2,231.2
Alabama,2021-02-07,1396,,14.5,20.5,8,0,3,6,11,18,50
Alabama,2021-02-08,1298,,14.6,29.3,7,0,2,5,10,16,52
Alabama,2021-02-09,1903.5,,16.5,30.7,8,0,2,5,12,19,56
Alabama,2021-02-10,2045,,58.7,94.4,30,1,11,21,40,66,206.1
Alabama,2021-02-11,1946,,75.8,103.1,43,2,14,30,60,99,253
Alabama,2021-02-12,1849,,71.7,86.4,44,2,15,29,61,91,255.2
Alabama,2021-02-13,1563,,63,79.1,36,1,15,27,49,80,220
Alabama,2021-02-14,1184.5,,12.8,19.6,7,0,2,5,9,16,44
Alabama,2021-02-15,1066.5,,12.6,17.4,7,0,2,5,9,15,45
Alabama,2021-02-16,1495.5,,15.4,26.2,7,0,2,5,10,17,56
Alabama,2021-02-17,1607,,51.3,71.7,28,1,10,20,39,61,193
Alabama,2021-02-18,1659,,71.3,93.3,40,1.9,15,29.6,57,92,234
Alabama,2021-02-19,1448.5,,61.2,80.7,35.5,1,13,23.6,50,81,193.2
Alabama,2021-02-20,1294.5,,58.8,76.7,33,1,13,24,45,73.2,208
Alabama,2021-02-21,909,,12.6,21,5.5,0,2,4,8,15.2,47
Alabama,2021-02-22,870,,12,23.5,5,0,1,3,7,14,43
Alabama,2021-02-23,1220,,15,27,7,0,2,4.6,10,18,60
Alabama,2021-02-24,1284,,46.2,68.6,24,1,8,17,34.4,57,164
Alaska,2020-11-28,668,2,,,,,,,,,
